question,options,right_answer
五四运动标志着中国旧民主主义革命的开端.,"['正确', '错误']",['错误']
"公有制经济组织中党的基层组织,贯彻党的方针政策,引导和监督企业遵守国家的法律法规,领导工会、共青团等群团组织,团结凝聚职工群众,维护各方的合法权益,促进企业健康发展.","['正确', '错误']",['错误']
"凡属重大问题,党的各级委员会都要按照集体领导、民主集中、()、会议决定的原则,由党的委员会集体讨论,作出决定；委员会成员要根据集体的决定和分工,切实履行自己的职责.","['个别酝酿', '个别商谈', '集中酝酿']",['个别酝酿']
中国共产党推动建设持久和平、()、共同繁荣、()、()的世界.,"['共建共享交流互鉴绿色低碳', '普遍安全开放包容清洁美丽', '普遍安全交流互鉴清洁美丽']",['普遍安全开放包容清洁美丽']
第一个中国共产党早期组织建立于(&nbsp;),"['上海', '北京', '武汉', '广州']",['上海']
1948年9月16日至24日的()揭开了人民解放军与国民党党军队战略决战的序幕.,"['鲁南战役', '胶济路西段战役', '济南战役']",['济南战役']
"在中国革命进程中,具有新民主主义革命和社会主义革命双重性质的事件是：()","['没收地主阶级的土地归农民所有', '没收官僚资本归新民主主义国家所有', '没收帝国主义在华企业归新民主主义国家所有', '赎买民族工商业归人民民主专政国家所有']",['没收官僚资本归新民主主义国家所有']
"(学习二十大)9此题为防刷题而出,正常答题的同学请退出后再次进入答题或选择AB选项,否则容易被判定为刷题.(请注意:如果在意正确率,请退出再重进;如果不在意正确率,那么请选择AB选项)","['选它', '选它', '1', '1']","['选它', '1']"
"2015年10月18日,中共中央印发了《中国共产党廉洁自律准则》(《准则》)明确指出()","['《准则》是党执政以来第一部坚持正面倡导、面向党员领导干部的规范全党廉洁自律工作的重要基础性法规', '《准则》重在立规,是对党章规定的具体化', '《准则》强调坚持理想信念宗旨高标准', '《准则》由中央纪委负责解釆']",['《准则》强调坚持理想信念宗旨高标准']
"从1966年到1975年,我国在国防尖端技术方面取得的成就有().","['成功进行了导弹核武器的发射试验', '第一艘核潜艇建成并试航成功', '成功发射了第一颗人造地球卫星']","['成功进行了导弹核武器的发射试验', '第一艘核潜艇建成并试航成功', '成功发射了第一颗人造地球卫星']"
中国早期共产党组织成立后出版的工人通俗刊物包括().①《劳动界》②《劳动音》③《劳动者》④《劳动与妇女》,"['①②③', '②③④', '③④', '①②③④']",['①②③④']
十年社会主义建设时期大体可分为三个阶段.其中的第二个阶段是(),"['基本执行正确路线的三年.', '经济工作严重失误的三年.', '社会主义建设健康发展,并取得重大胜利的三年.']",['经济工作严重失误的三年.']
"2010年7月23日,胡锦涛在中共中央政治局第二十二次集体学习时指出,改革开放以来,我国文化建设加快发展、文化日益繁荣,开创了().","['文化体制改革新进程', '中国特色社会主义文化建设新局面', '市场经济条件下文化产业发展新格局', '社会主义文化事业发展新天地']",['中国特色社会主义文化建设新局面']
"《关于实行党风廉政建设责任制的规定》规定,实行党风廉政建设责任制,要坚持党委统一领导,(),纪委组织协调,部门各负其责,依靠群众的支持和参与.","['党政齐抓共管', '依纪依法办案', '政府主要负责', '专门机关监督']",['党政齐抓共管']
各级()负责《廉政准则》的贯彻实施.,"['人大', '政府', '党委(党组)', '纪委']",['党委(党组)']
"党的县(旗)、自治县、不设区的市和市辖区的委员会,每届任期5年.这些委员会的委员和候补委员必须有()年以上的党龄.","['3', '4', '5']",['3']
"新民主主义革命时期,在上海召开的中国共产党全国代表大会是().","['一大二大三大', '二大三大五大', '一大二大四大']",['一大二大四大']
以下不属于党员义务的是().,"['对党的工作提出倡议', '学习党的基本知识和党的历史', '增强“四个意识”、坚定“四个自信”、做到""两个维护”']",['对党的工作提出倡议']
党在过渡时期总路线的核心是().,"['“一化三改”', '经济建设', '改革开放']",['“一化三改”']
新民主主义革命的核心问题是(),"['无产阶级的领导权', '农民问题', '武装斗争问题', '政权问题']",['无产阶级的领导权']
"2013年3月17日,习近平在第十二届全国人民代表大会第一次会议上指出,实现全面建成小康社会、建成富强民主文明和谐的社会主义现代化国家的奋斗目标,实现中华民族伟大复兴的中国梦,就是要实现()、()、(),既深深体现了今天中国人的理想,也深深反映了我们先人们不懈追求进步的光荣传统.","['国家富强', '民族振兴', '人民幸福']","['国家富强', '民族振兴', '人民幸福']"
"党必须按照()的原则,在同级各种组织中发挥领导核心作用.","['统筹全局、协调各方', '总揽全局、协调各方', '总揽全局、指挥各方']",['总揽全局、协调各方']
"1984年9月26日,中英两国政府在关于香港问题的联合声明中宣布：中国政府决定在1997年7月1日().","['对香港恢复行使主权', '收回香港', '对香港行使主权']",['对香港恢复行使主权']
"加强社会主义核心价值体系建设,坚持马克思主义指导思想,树立中国特色社会主义共同理想,弘扬以爱国主义为核心的民族精神和以()为核心的时代精神.","['诚信友善', '爱岗敬业', '改革创新']",['改革创新']
经过辽沈、淮海、平津三大战役(),"['解放了黄河以北广大地区', '国民党赖以推持反动统治的主要军事力量被消灭', '迫使蒋介石退守台湾']",['解放了黄河以北广大地区']
"()在中央委员会全体会议闭会期间,行使中央委员会的职权.","['中央政治局', '中央政治局和它的常务委员会', '中央政治局常务委员会']",['中央政治局和它的常务委员会']
"毛泽东在()一文中,总结了中国革命两次胜利和两次失败的经验教训,揭示了中国革命发展的客观规律","['《中国革命和中国共产党》', '《在晋绥干部会议上的讲话》', '《新民主主义论》', '《<共产党人>发刊词》']",['《<共产党人>发刊词》']
"2013年3月11日,习近平在十二届全国人大一次会议解放军代表团全体会议上指出,要推动()建设加速发展,扎实抓好新型()建设,大力发展高新技术武器装备,加快全面建设现代后勤步伐,加强高素质新型()培养,深化国防和军队改革,构建()现代军事力量体系.","['信息化', '作战力量', '军事人才', '中国特色']","['信息化', '作战力量', '军事人才', '中国特色']"
"坚持社会主义道路、坚持人民民主专政、坚持()、坚持马克思列宁主义毛泽东思想这四项基本原则,是我们的立国之本.","['中国共产党的领导', '新发展理念', '以经济建设为中心']",['中国共产党的领导']
《关于建国以来党的若干历史问题的决议》一共分为6个部分.,"['正确', '错误']",['错误']
"领导干部特别是高级干部必须注重(),教育管理好亲属和身边工作人员","['家训', '家庭', '家教', '家风']","['家庭', '家教', '家风']"
"在中国共产党的历史上,第一次提出执政党建没问题的是()","['中共七大', '中共七届二中全会', '中共七届三中全会', '中共七届四中全会']",['中共七届二中全会']
"在1946年1月至1948年11月的东京审判中,担任中国驻远东国际军事法庭法律代表团团长、首席检查官和首席法官的是()","['沈家本', '顾维钧', '梅汝', '伍廷芳']",['顾维钧']
"为了坚持、巩固和扩大抗日民族统一战线,中国共产党制定了()的策略总方针.","['“发展进步势力,争取中间势力,孤立顽固势力”', '“发展进步势力,争取顽固势力,孤立中间势力”', '“争取进步势力,发展中间势力,孤立顽固势力”', '“争取进步势力,发展顽固势力,孤立中间势力”']","['“发展进步势力,争取中间势力,孤立顽固势力”']"
"2014年10月23日,中共十八届四中全会通过的《中共中央关于全面推进依法治国若干重大问题的决定》提出,全面推进依法治国,总目标是建设中国特色社会主义法治体系,建设社会主义法治国家,促进国家治理体系和治理能力现代化.其特征是()","['科学立法', '严格执法', '公正司法', '全民守法']","['科学立法', '严格执法', '公正司法', '全民守法']"
王明“左”倾冒险主义的使党在白区的革命力量几乎损失了100%.,"['正确', '错误']",['正确']
对中国近代史上两次国共合作表述正确的是()①都出现在20世纪20年代②都是在中共的努力下促成③都推动了中国革命的发展④都有利于当时社会主要矛盾的解决,"['①②③', '②③④', '①③④', '①②④']",['②③④']
中国式现代化有()个重要特征.,"['三', '四', '五', '六']",['五']
"大革命失败后,中国共产党领导的三大武装起义是南昌起义、秋收起义、湘赣起义.","['正确', '错误']",['错误']
供给侧和需求侧是管理和调控宏观经济的两个基本手段.,"['正确', '错误']",['正确']
邓小平在中共十二大开幕词中().,"['深刻概括了社会主义的本质', '鲜明提出了四项基本原则', '系统阐述了社会主义初级阶段理论', '明确提出了建设有中国特色社会主义的命题']",['明确提出了建设有中国特色社会主义的命题']
"()年底,社会主义改造取得决定性的胜利,基本消灭了剥削制度,全民所有制和劳动群众集体所有制这两种社会主义公有制形式,已在国民经济中占据绝对优势地位.","['1953', '1954', '1955', '1956']",['1956']
十八大提出的“四大考验”是什么？(),"['国内环境考验', '改革开放考验', '市场经济考验', '外部环境考验', '执政考验']","['改革开放考验', '市场经济考验', '外部环境考验', '执政考验']"
中国共产党举起武装抗日的旗帜的行动是(),"['1931年9月20日中共中央发表宣言,揭露日本侵占东北的目的', '发布一系列文告,号召全国工农武装起来,进行民族的自卫战争', '1932年4月15日,中华苏维埃共和国临时中央政府宣布对日作战', '直接领导了东北人民的抗日武装斗争']","['1931年9月20日中共中央发表宣言,揭露日本侵占东北的目的', '发布一系列文告,号召全国工农武装起来,进行民族的自卫战争', '1932年4月15日,中华苏维埃共和国临时中央政府宣布对日作战', '直接领导了东北人民的抗日武装斗争']"
"党的各级纪律检查委员会是党內监督的专责机关,承担下列具体任务","['领导本地区本部门本单位党内监督工作,组织实施各项监督制度,抓好督促检查', '加强对同级党委特别是常委会委员、党的工作部门和直接领导的党组织、党的领导干部履行职责、行使权力情况的监督', '落实纪律检查工作双重领导体制,执纪审查工作以上级纪委领导为主,线索处置和执纪审查情况在向同级党委报告的同时向上级纪委报告,各级纪委书记、副书记的提名和考察以上级纪委会同组织部门为主', '强化上级纪委对下级纪委的领导,纪委发现同级党委主要领导干部的问题,可以直接向上级纪委报告；下级纪委至少每半年向上级纪委报告1次工作,每年向上级纪委进行述职']","['加强对同级党委特别是常委会委员、党的工作部门和直接领导的党组织、党的领导干部履行职责、行使权力情况的监督', '落实纪律检查工作双重领导体制,执纪审查工作以上级纪委领导为主,线索处置和执纪审查情况在向同级党委报告的同时向上级纪委报告,各级纪委书记、副书记的提名和考察以上级纪委会同组织部门为主', '强化上级纪委对下级纪委的领导,纪委发现同级党委主要领导干部的问题,可以直接向上级纪委报告；下级纪委至少每半年向上级纪委报告1次工作,每年向上级纪委进行述职']"
"共青团的地方各级组织受()领导,同时受()领导.","['上级党的委员会,共青团上级组织', '同级党的委员会,共青团上级组织', '共青团上级组织,党的全国代表大会']","['同级党的委员会,共青团上级组织']"
"1937年8月,南方红军和游击队,除琼崖红军游击队外,改编为国民革命军陆军新编第四军,()任军长.","['陈毅', '叶挺', '刘少奇', '项英']",['叶挺']
"1980年8月22日,邓小平在会见美国共和党副总统候选人布什时指出：不管美国1980年大选后哪一个党执政,中国政府评价和判断美国政府的战略决策和对外政策都将把对中国的政策视为最重要的标志之一,因为这是一个()的问题.","['两大国', '区域性重大', '全球战略']",['全球战略']
"1998年11月21日,中共中央发出《关于在县级以上党政领导班子、领导干部中深入开展以()为主要内容的党性党风教育的意见》.“三讲”教育由此开始.","['讲学习', '讲廉洁', '讲政治', '讲正气']","['讲学习', '讲政治', '讲正气']"
"2017年,习近平在中国共产党第十八届中央纪律检查委员会第七次全体会议上指出,()是我们党管党治党的一贯要求.","['淡泊名利', '修身立德', '全心全意为人民服务', '坚定理想信念']",['修身立德']
"党的领导干部应当每年在党委常委会(或党组)扩大会议上述责述廉,接受评议.述责述廉重点是哪些情況？","['执行政治纪律和政治规矩', '推进党风廉政建设和反腐败工作', '执行廉洁纪律']","['执行政治纪律和政治规矩', '推进党风廉政建设和反腐败工作', '执行廉洁纪律']"
下列选项中属于如何扎实推进社会主义文化强国建设的选项有(),"['加强社会主义核心价值体系建设', '全面提高公民道德素质', '丰富人民精神文化生活', '增强文化整体实力和竞争力']","['加强社会主义核心价值体系建设', '全面提高公民道德素质', '丰富人民精神文化生活', '增强文化整体实力和竞争力']"
"1953年,党对资本主义工商业的政策,概括为“()”.","['利用', '限制', '改造', '升级']","['利用', '限制', '改造']"
人与自然是生命共同体.,"['正确', '错误']",['正确']
坚持和完善人民代表大会制度、中国共产党领导的多党合作和政治协商制度、民族区域自治制度以及().,"['村民代表大会制度', '民主集中制', '基层群众自治制度']",['基层群众自治制度']
"党的中央和地方各级委员会在必要时召集代表会议,讨论和决定需要及时解决的重大问题.代表会议代表的名额和产生办法,由召集代表会议的()决定.","['常委会', '委员会', '全体委员']",['委员会']
"1937年8月22日至25日,中共中央在陕北洛川召开政治局扩大会议.会议通过了著名的().","['《中国共产党抗日救国十大纲领》', '《中共中央公布国共合作宣言》', '《抗日救国告全体同胞书》']",['《中国共产党抗日救国十大纲领》']
"1927年6月,中共中央政治局会议通过的()是党的历史上唯一不是由党的代表大会制定和修改的党章.","['《中国共产党第一次修正章程决案》', '《中国共产党第二次修正章程决案》', '《中国共产党第三次修正章程决案》']",['《中国共产党第三次修正章程决案》']
"新中国成立当天,在青海的第()班禅额尔德尼·确吉坚赞致电毛泽东主席、朱德总司令,表示拥护中央政府,希望早日解放西藏.","['十世', '十一世', '十三世', '十四世']",['十世']
"2023年2月26日至28日,中国共产党第二十届中央委员会第()次全体会议在北京举行.习近平就《党和国家机构改革方案(草案)》向全会作了说明.","['一', '二', '三', '四']",['二']
党的各级领导干部必须信念坚定、为民服务、勤政务实、()、清正廉洁.,"['勇挑重任', '敢于担当', '不怕困难']",['敢于担当']
"十二大会议中提出,在有限的耕地上生产出更多的粮食和经济作物,并且全面发展()、()、副、()各业,以满足工业发展和人民生活提高的需要.","['林', '牧', '渔', '种植']","['林', '牧', '渔']"
"全党同志一定要永远与人民()、()、(),永远把人民对美好生活的向往作为奋斗目标,以永不懈怠的精神状态和一往无前的奋斗姿态,继续朝着实现中华民族伟大复兴的宏伟目标奋勇前进.","['同呼吸', '共命运', '手牵手', '心连心']","['同呼吸', '共命运', '心连心']"
"十年来,我们经历了对党和人民事业具有重大现实意义和深远历史意义的三件大事：一是(),二是(),三是(),实现第一个百年奋斗目标.","['迎来中国共产党成立一百周年', '中国特色社会主义进入新时代', '完成脱贫攻坚、全面建成小康社会的历史任务', '实现社会主义现代化']","['迎来中国共产党成立一百周年', '中国特色社会主义进入新时代', '完成脱贫攻坚、全面建成小康社会的历史任务']"
"1927年,中国共产党确定土地革命和武装反抗国民党反动派方针的会议是(&nbsp;)","['八七会议', '古田会议', '赣南会议', '十二月会议']",['八七会议']
"在党的全国代表大会闭会期间,()执行全国代表大会的决议,领导党的全部工作,对外代表中国共产党","['中央委员会常务委员会', '中央委员会', '中央委员总书记']",['中央委员会']
"1938年,毛泽东发表了()科学地预见了抗日战争将经过战略防御、相持、反攻三个阶段.","['《论持久战》', '《中国共产党在民族战争中的地位》', '《中国的特点和革命战争》', '《论十大关系》']",['《论持久战》']
"当代中国共产党人和中国人民应该而且一定能够担负起新的文化使命,在实践创造中进行文化创造,在历史进步中实现文化进步！","['正确', '错误']",['正确']
中国共产党党内斗争方针是(),"['残酷斗争', '惩前毖后,治病救人', '批评和自我批评', '实事求是']","['惩前毖后,治病救人']"
党性说到底就是()问题.,"['原则', '立场', '政治', '组织']",['立场']
"1984年2月至7月,在中共中央编辑委员会指导下,由中共中央书记处研究室编辑、中共中央文献研究室参加审核和校阅的()由人民出版社出版,向全国发行.","['《周恩来选集》', '《陈云文选》', '《邓小平文选》']",['《陈云文选》']
"1992年12月14日至18日,国务院在北京召开全国计划会议.李鹏在会上强调：社会主义市场经济包括了市场和计划两种调控手段,必须十分重视培育和发展各类市场,发挥市场在().","['经济生活中的调节作用', '供销环节上的控制作用资源配置中的基础作用', '资源配置中的基础作用']",['资源配置中的基础作用']
"预备党员预备期满,()应当及时讨论他能否转为正式党员.","['党小组', '入党介绍人', '党的支部']",['党的支部']
党的十五大报告明确提出()是我国社会主义初级阶段的一项基本经济制度.,"['公有制为主体、多种所有制经济共同发展', '按劳分配为主体、多种分配方式并存', '家庭联产承包责任制', '社会主义市场经济']",['公有制为主体、多种所有制经济共同发展']
党的全国代表大会每()年举行一次,"['二', '四', '五', '十']",['五']
"在近代中国社会的诸多矛盾中,最主要的矛盾是()","['帝国主义与中华民族的矛盾', '封建主义与人民大众的矛盾', '反动统治阶级内部的矛盾', '资产阶级与无产阶级的矛盾']",['帝国主义与中华民族的矛盾']
党组发挥()作用.,"['领导', '核心', '领导核心']",['领导']
"2022年10月16日,习近平在党的二十大报告中指出,前进道路上,必须牢牢把握以下重大原则：坚持和加强(),坚持(),坚持(),坚持(),坚持发扬().","['党的全面领导', '中国特色社会主义道路', '以人民为中心的发展思想', '深化改革开放']","['党的全面领导', '中国特色社会主义道路', '以人民为中心的发展思想', '深化改革开放']"
"1922年1月到1923年2月,在中国共产党的领导下,掀起了第一次农民运动高潮.","['正确', '错误']",['错误']
"党的基层委员会、总支部委员会、支部委员会每届任期____.基层委员会、总支部委员会、支部委员会的书记、副书记选举产生后,应报上级党组织批准.","['一至两年', '两至三年', '三至四年', '三至五年']",['三至五年']
共产党人要按照()办事情.,"['客观规律', '上级安排', '媒体监督', '人民呼声']",['客观规律']
"与中共“一大”相比较,中共“二大”最重要的贡献是确定了().","['以工人运动为中心任务', '在民主革命阶段的纲领', '民主集中制的组织原则', '为共产主义奋斗的目标']",['在民主革命阶段的纲领']
"一九二一年中国共产党应运而生.从此,中国人民谋求民族独立、人民解放和国家富强、人民幸福的斗争就有了主心骨,中国人民就从精神上由被动转为主动.","['正确', '错误']",['正确']
"党的中央、地方和基层组织,都必须重视党的建设,经常讨论和检查党的()、()、()、()、群众工作、统一战线工作等,注意研究党内外的思想政治状况.","['宣传工作', '组织工作', '教育工作', '纪律检查工作']","['宣传工作', '组织工作', '教育工作', '纪律检查工作']"
"下列选项中,属于党员义务的是().","['密切联系群众', '维护党的团结和统一', '坚持党和人民的利益高于一切', '学习党的基本知识和党的历史']","['密切联系群众', '维护党的团结和统一', '坚持党和人民的利益高于一切', '学习党的基本知识和党的历史']"
"1953年12月至1954年3月,毛泽东在杭州主持起草第一部().","['《全国农业发展纲领(草案)》', '《中华人民共和国宪法(草案)》', '《全国工业发展条例》']",['《中华人民共和国宪法(草案)》']
"完善社会主义市场经济体制,要按照()和对外开放的要求,更大程度地发挥市场在资源配置中的基础性作用,增强企业活力和竞争力,健全国家宏观调控,完善政府社会管理和公共服务职能,为全面建设小康社会提供强有力的体制保障","['统筹城乡发展', '统筹区域发展', '统筹经济社会发展', '统筹人与自然和谐发展', '统筹国内发展']","['统筹城乡发展', '统筹区域发展', '统筹经济社会发展', '统筹人与自然和谐发展', '统筹国内发展']"
未来十年是全面建设社会主义现代化国家开局起步的关键时期.,"['正确', '错误']",['错误']
"1907年,詹天佑主持修建,()是我国第一座完全由中国人自行设计施工建成的越岭铁路隧道.","['八达岭隧道', '狮球岭隧道', '武胜关隧道', '秦岭隧道']",['八达岭隧道']
"1949年9月21日,()第一届全体会议在北平隆重开幕.毛泽东在开幕词中庄严地宣告:“占人类总数四分之一的中国人从此站立起来了.","['中国人民代表大会', '中国人民政治协商会议', '政务院会议', '中央政治局会议']",['中国人民政治协商会议']
"在资本主义工商业的社会主义改造中,实行个别企业的公私合营是：()","['初级形式的国家资本主义', '高级形式的国家资本主义', '合作化的最初表现形式', '合作化的最高表现形式']",['合作化的最初表现形式']
"柔软的石墨和坚硬无比的金刚石,都是由()元素构成的,但是其硬度却有天壤之别.","['钠', '氢', '碳', '氧']",['碳']
“三个代表”重要思想创造性地回答了(),"['“建设什么样的党,怎样建设党”的问题', '“什么是社会主义,怎样建设社会主义”的问题', '“什么是发展,怎样发展”的问题', '什么是社会和谐,怎样构建社会主义和谐社会']","['“建设什么样的党,怎样建设党”的问题']"
下列石窟被誉为“东方塑像馆”的是().,"['龙门石窟', '麦积山石窟', '云冈石窟', '敦煌莫高窟']",['麦积山石窟']
"十八大以来,党中央召开七次全会,分别就政府机构改革和职能转变、全面深化改革、全面推进依法治国、制定“十三五”规划、全面从严治党等重大问题作出决定和部署.","['正确', '错误']",['正确']
"十九大中,伟大斗争,伟大工程,伟大事业,伟大梦想,紧密联系、相互贯通、相互作用,其中起决定性作用的是党的建设新的伟大工程.","['正确', '错误']",['正确']
"1995年4月7日,《人民日报》发表长篇通讯《领导干部的楷模()》,介绍他在西藏的先进事迹.","['李国安', '孔繁森', '吴天祥']",['孔繁森']
1935年1月召开的遵义会议解決了当时最为迫切的(),"['政治问题和组织问题', '军事问题和组织问题', '思想问题和组织问题', '思想问题和作风问题']",['军事问题和组织问题']
中国无产阶级的“特殊优点”在于().,"['不占有任何生产资料', '人数虽少,但比较集中', '深受帝国主义、封建主义和官僚资本主义的三重压迫', '与农民有着天然的联系']","['人数虽少,但比较集中', '深受帝国主义、封建主义和官僚资本主义的三重压迫', '与农民有着天然的联系']"
"社会主义初级阶段,包括两层含义:第一,我国社会已经是社会主义社会,我们必须坚持而不能离开社会主义.第二,我国的社会主义社会还处在起始阶段,我们必须从这个实际出发,而不能超越这个阶段.","['正确', '错误']",['错误']
"党的十八大在谈到：人民民主不断扩大.民主制度更加完善,民主形式更加丰富,依法治国基本方略全面落实,法治政府基本建成,司法公信力不断提高,民权得到切实尊重和保障.","['正确', '错误']",['正确']
"1989年3月4日,邓小平在同中央负责同志谈话时指出中国的问题压倒一切的是需要稳定","['正确', '错误']",['正确']
"按照中共十九大的要求,中央济工作会议确定今后三年要重点抓好决胜全面建成小康社会的防范化解重大风险、精准脱贫、污染防治三大攻坚战.","['正确', '错误']",['正确']
我国社会主义建设的战略目标是(),"['实现农业、工业、国防和科技现代化', '实现工业化和经济的社会化、市场化和现代化', '实现经济、政治、文化现代化', '把我国建设成为富强、民主、文明的社会主义现代化国家']",['把我国建设成为富强、民主、文明的社会主义现代化国家']
以下属于新时代党的组织路线内容的是().,"['在实践中检验真理和发展真理', '着力培养忠诚干净担当的高素质干部', '以组织体系建设为重点', '全面贯彻习近平新时代中国特色社会主义思想']","['着力培养忠诚干净担当的高素质干部', '以组织体系建设为重点', '全面贯彻习近平新时代中国特色社会主义思想']"
"2023年4月3日,习近平在学习贯彻习近平新时代中国特色社会主义思想主题教育工作会议上指出,要实干担当促进发展,教育引导广大党员、干部胸怀“()”,紧紧围绕新时代新征程党的中心任务,真抓实干、务求实效,聚焦问题、知难而进,以()的责任感、()的精气神为党和人民履好职、尽好责,以新气象新作为推动高质量发展取得新成效,依靠()打开事业发展新天地.","['国之大者', '时时放心不下', '积极担当作为', '顽强斗争']","['国之大者', '时时放心不下', '积极担当作为', '顽强斗争']"
