question,options,right_answer
"．全会提出,在发展中保障和改善民生是中国式现代化的重大任务.必须坚持尽力而为、量力而行,完善基本公共服务制度体系,加强普惠性、基础性、兜底性民生建设,解决好人民最()最()最()的利益问题,不断满足人民对美好生活的向往.","['担心、直接、现实', '关心、肯定、现实', '关心、直接、现实', '关心、直接、真实']",['关心、直接、现实']
二十届三中全会审议通过了《中共中央关于进一步全面深化改革、推进中国式现代化的决定》这一重要决定,"['正确', '错误']",['正确']
二十届三中全会关于建设社会主义现代化国家的目标中提到了建设富强民主文明和谐美丽的社会主义现代化强国,"['正确', '错误']",['正确']
".到()年中华人民共和国成立八十周年时,完成本决定提出的改革任务.","['2029', '2030', '2026', '2027']",['2029']
"全会提出,()是全面建设社会主义现代化国家的首要任务.","['传统发展', '数字化发展', '协调发展', '高质量发展']",['高质量发展']
".到二〇三五年,全面建成(),中国特色社会主义制度更加完善.","['法治国家', '新质生产力', '社会主义现代化强国', '高水平社会主义市场经济体制']",['高水平社会主义市场经济体制']
".二十届三中指出,必须统筹()、新型城镇化和乡村全面振兴.","['新型工业化', '新型机械化', '新型市场化', '新质生产力']",['新型工业化']
党的二十届三中全会认为：当前和今后一个时期是以中国式现代化全面推进强国建设、民族复兴伟业的().,"['稳定时期', '持续时期', '关键时期', '暂停时期']",['关键时期']
".关于深化财税体制改革,全会提出了哪些措施？","['增加地方自主财力', '拓展地方税源', '合理扩大地方政府专项债券支持范围', '.适当加强中央事权、提高中央财政支出比例']","['增加地方自主财力', '拓展地方税源', '合理扩大地方政府专项债券支持范围', '.适当加强中央事权、提高中央财政支出比例']"
"到2029年中华人民共和国成立80周年时,完成本决定提出的改革任务","['正确', '错误']",['正确']
"2024年7月15日-18日,二十届三中全会在京召开,审议通过了《》.","['中共中央关于全面深化改革若干重大问题的决定', '中共中央关于进一步全面深化改革、推进中国式现代化的决定', '中共中央关于以中国式现代化全面推进中华民族伟大复兴的决定', '中共中央关于全面建成社会主义现代化强国的决定']",['中共中央关于进一步全面深化改革、推进中国式现代化的决定']
"．全会提出,开放是中国式现代化的鲜明标识.必须坚持()基本国策,坚持以开放促改革,依托我国超大规模市场优势,在扩大国际合作中提升开放能力,建设更高水平开放型经济新体制.","['环境保护', '对外开放', '科教兴国', '一国两制']",['对外开放']
"在人才发展方面,全会强调要坚持向用人主体授权,为人才松绑","['正确', '错误']",['正确']
"下列表述中,正确的有","['城乡融合发展是中国式现代化的必然要求', '开放是中国式现代化的鲜明标识', '科学的宏观调控、有效的政府治理是发挥社会主义市场经济体制优势的内在要求', '.发展全过程人民民主是全面建设社会主义现代化国家的首要任务']","['城乡融合发展是中国式现代化的必然要求', '开放是中国式现代化的鲜明标识', '科学的宏观调控、有效的政府治理是发挥社会主义市场经济体制优势的内在要求']"
".全会提出要完善要素市场制度和规则,包括哪些方面?","['构建城乡统一的建设用地市场', '完善促进资本市场规范发展基础制度', '培育全国一体化技术和数据市场', '.完善主要由市场供求关系决定要素价格机制']","['构建城乡统一的建设用地市场', '完善促进资本市场规范发展基础制度', '培育全国一体化技术和数据市场', '.完善主要由市场供求关系决定要素价格机制']"
二十届三中全会强调了党的领导在全面深化改革中的核心地位,"['正确', '错误']",['正确']
".全会提出,国防和军队现代化是中国式现代化的重要组成部分.必须坚持党对人民军队的(),深入实施改革强军战略.","['绝对领导', '部分领导', '绝对管理', '部分管理']",['绝对领导']
".要稳步扩大制度型开放,深化外贸体制改革,深化外商投资和对外投资管理体制改革,优化区域开放布局,完善推进高质量共建()机制.","['文明共赏', '发展', '人类命运共同体', '一带一路”']",['一带一路”']
"二十届三中全会公报提出,中国式现代化是在改革开放中不断推进的,也必将在改革开放中开辟().","['美好征程', '广阔前景', '广阔未来', '远大前景']",['广阔前景']
".关于推进国家安全体系和能力现代化,全会提出了哪些措施?","['健全国家安全体系', '完善公共安全治理机制', '健全社会治理体系', '.完善涉外国家安全机制']","['健全国家安全体系', '完善公共安全治理机制', '健全社会治理体系', '.完善涉外国家安全机制']"
"加快推进新型工业化,培育壮大先进制造业集群,推动制造业()、()、()发展.","['高端化', '智能化', '绿色化', '自动化']","['高端化', '智能化', '绿色化']"
"党的二十届三中全会强调,要以促进社会公平正义、增进人民福祉为()和().","['出发点、落脚点', '传统点、创新点', '发展点、落脚点', '开始点、落脚点']",['出发点、落脚点']
".关于完善中国特色社会主义法治体系,全会提出了哪些举措?","['深化立法领域改革', '深入推进依法行政', '健全公正执法司法体制机制', '.完善推进法治社会建设机制']","['深化立法领域改革', '深入推进依法行政', '健全公正执法司法体制机制', '.完善推进法治社会建设机制']"
"全会提出,高水平社会主义市场经济体制是()的重要保障.","['国际化', '创新', '政治', '中国式现代化']",['中国式现代化']
"二十届三中全会公报提出,全会高度评价新时代以来()的成功实践和伟大成就,研究了进一步全面深化改革、推进中国式现代化问题.","['全面建设社会主义现代化强国', '全面依法治国', '全面深化改革', '全面从严治党']",['全面深化改革']
".二十届三中全会公报提出：推动生产关系和生产力、上层建筑和经济基础、()更好相适应,为中国式现代化提供强大动力和制度保障.","['治理体系和治理能力', '发展和安全', '制度和体系', '国家治理和社会发展']",['国家治理和社会发展']
".关于深化国有企业改革,全会提出了哪些要求?","['增强各有关管理部门战略协同', '推进国有经济布局优化和结构调整', '推动国有资本和国有企业做强做优做大', '.增强核心功能,提升核心竞争力']","['增强各有关管理部门战略协同', '推进国有经济布局优化和结构调整', '推动国有资本和国有企业做强做优做大', '.增强核心功能,提升核心竞争力']"
进一步全面深化改革的总目标是().,"['全面建成社会主义现代化强国', '实现社会主义现代化', '继续完善和发展中国特色社会主义制度', '.推进国家治理体系和治理能力现代化']","['继续完善和发展中国特色社会主义制度', '.推进国家治理体系和治理能力现代化']"
"二十届三中全会提出,到2035年全面建成高水平社会主义市场经济体制","['正确', '错误']",['正确']
"二十届三中全会关于坚持以人民为中心的发展思想,强调了满足人民日益增长的美好生活需要","['正确', '错误']",['正确']
".全会提出,中国式现代化是人与自然()的现代化.必须完善生态文明制度体系,协同推进降碳、减污、扩绿、增长,积极应对气候变化,加快完善落实绿水青山就是金山银山理念的体制机制.","['和谐共生', '共同发展', '先后发展', '有序发展']",['和谐共生']
".全会提出,城乡()是中国式现代化的必然要求.必须统筹新型工业化、新型城镇化和乡村全面振兴,全面提高城乡规划、建设、治理融合水平,促进城乡要素平等交换、双向流动,缩小城乡差别,促进城乡共同繁荣发展.","['融合发展', '先后发展', '有序发展', '沟通交流']",['融合发展']
"下列选项中,属于战略性产业的是？","['人工智能', '航空航天', '高端装备', '.生物医药']","['人工智能', '航空航天', '高端装备', '.生物医药']"
"二十届三中全会公报提出,当前和今后一个时期是以中国式现代化()、民族复兴伟业的关键时期.","['全面依法治国', '全面从严治党', '全面深化改革', '全面推进强国建设']",['全面推进强国建设']
"二十届三中全会强调,中国式现代化是在改革开放中不断推进的,也必将在改革开放中开辟广阔前景","['正确', '错误']",['正确']
()是中国式现代化的基础性、战略性支撑.,"['生态', '教育', '科技', '.人才']","['教育', '科技', '.人才']"
".全会指出,要健全因地制宜发展新质生产力体制机制,健全促进()和()深度融合制度,完善发展服务业体制机制,健全现代化基础设施建设体制机制,健全提升产业链供应链韧性和安全水平制度.","['实体经济、数字经济', '公有制经济、非公有制经济', '创新经济、传统经济', '文化经济、数字经济']",['实体经济、数字经济']
"二十届三中全会关于全面深化改革的要求中提到,改革应一步到位,无需渐进式推进","['正确', '错误']",['错误']
".全会提出,()是中国式现代化的重要保障.必须全面贯彻实施宪法,维护宪法权威,协同推进立法、执法、司法、守法各环节改革,健全法律面前人人平等保障机制,弘扬社会主义法治精神.","['文化', '经济', '政治', '法治']",['法治']
"下列选项中,表述正确的是().","['城乡融发展是中国式现代化的必然要求', '开放是中国式现代化的鲜明标识', '科学的宏观调控、有效的政府治理是发挥社会主义市场经济体制又是的内在要求发展', '发展全过程人民民主是全面建设社会主义现代化国家的首要任务']","['城乡融发展是中国式现代化的必然要求', '开放是中国式现代化的鲜明标识', '科学的宏观调控、有效的政府治理是发挥社会主义市场经济体制又是的内在要求发展']"
()、()、()是中国式现代化的基础性、战略性支撑.,"['生态', '教育', '科技', '人才']","['教育', '科技', '人才']"
"党的二十届三中全会深入分析了国内外形势,全面部署了深化改革的重点任务,为新时代新征程上推进()指明了方向.","['有序发展', '中国式现代化', '创新发展', '文化发展']",['中国式现代化']
".二十届三中全会提出,教育、()、人才是中国式现代化的基础性、战略性支撑.","['科学', '技术', '能源', '科技']",['科技']
".全会提出,科学的宏观调控、有效的()是发挥社会主义市场经济体制优势的内在要求.","['国际交流', '政府治理', '非公有制经济发展', '公有制经济发展']",['政府治理']
"全会强调,高水平社会主义市场经济体制是中国式现代化的重要保障","['正确', '错误']",['正确']
"二十届三中全会关于科技创新的表述中强调了,要加强科技创新体系建设","['正确', '错误']",['正确']
