question,options,right_answer
"我国在社会主义改造中,对资本主义工商业改造采取了()的政策.","['加工订货、经销代销、公私合营', '利用、限制、改造', '团结、帮助、合作']",['利用、限制、改造']
"党政领导干部应当正确行使人民赋予的权力,坚持原则,敢抓敢管,依法办事,清正廉洁,勤政为民,以身作则,艰苦朴素,俭节约,密切联系群众,坚持党的群众路线,自觉接受党和群众批评和监督,加强道德修养,讲党性、重品行、作表率,带头践行()","['共产主乂道德观', '“三个代表＂重要思想', '科学发展观', '社会主义核心价值观']",['社会主义核心价值观']
"1950年底至1952年春,中国共产党在党政机构工作人员中开展的运动是()","['肃反运动', '整风、整党运动', '三反运动', '五反运动']",['三反运动']
"2017年5月26日下午,中共中央政治局就推动形成绿色发展方式和生活方式进行第四十一次集体学习.习近平在主持学习时强调,要树立()的资源观,用最少的资源环境代价取得最大的经济社会效益.","['A、节约俭省利用', 'B、绿色环保利用', 'C、节约集约循环利用', 'D、合理开发利用']",['C、节约集约循环利用']
"习近平提出“要修炼(),提升从政道德境界”.","['道德操守', '职业道德', '道德情感']",['道德操守']
"习近平在中国共产党第十八届中央纪律检查委员会第七次全体会议上强调,()关系国家和民族的前途命运,必须以更大的决心、更大的气力、更大的勇气抓紧抓好.","['经济发展', '以人为本', '把党建设好', '和平发展']",['把党建设好']
中国共产党党内斗争方针是().,"['残酷斗争', '惩前毖后,治病救人惩前毖后', '批评和自我批评', '实事求是']","['惩前毖后,治病救人惩前毖后', '批评和自我批评']"
"开展学生党员遵守政治纪律和政治规矩、廉洁自律教育,引导党员()政治合格、执行纪律合格、品德合格、发挥作用合格.","['政治合格', '执行纪律合格', '品德合格', '发挥作用合格']","['政治合格', '执行纪律合格', '品德合格', '发挥作用合格']"
"2017年4月18日,中央全面深化改革领导小组第三十四次会议指出,企业家是经济活动的重要主体,要营造()的市场环境.","['A、公平竞争、合法经营', 'B、自由竞争、扩大经营', 'C、公平竞争、诚信经营', 'D、合法经营、自由竞争']",['C、公平竞争、诚信经营']
"1948年9月,党中央在()召开政治局扩大会议,会议的一个重要议题是强调要建立请示报告制度.","['西柏坡', '瓦窑堡', '延安', '、北京']",['西柏坡']
"1919年爆发的五四运动,成为中国三民主主义革命的伟大开端.","['正确', '错误']",['正确']
"2017年4月18日,中央全面深化改革领导小组第三十四次会议指出,企业家是经济活动的重要主体,要营造()的社会氛围.","['A、公平竞争、合法经营', 'B、尊重和激励企业家干事创业', 'C、激励企业家扩大经营', 'D、公平竞争、诚信经营']",['B、尊重和激励企业家干事创业']
"2017年4月18日,中央全面深化改革领导小组第三十四次会议指出,现代农业经营体系的支撑是()","['合作与联合', '农户家庭经营', '承包与合作', '社会化服务']",['社会化服务']
"2017年5月26日下午,中共中央政治局就推动形成绿色发展方式和生活方式进行第四十一次集体学习.习近平在主持学习时指出,推动形成绿色发展方式和生活方式,是()的一场深刻革命.","['A、生活观', 'B、社会观', 'C、世界观', 'D、发展观']",['D、发展观']
"1964年12月至1965年1月,三届全国人大一次会议举行.这次会议提出了()的任务.","['调整国民经济', '建设工业化国家', '实现四个现代化']",['实现四个现代化']
党的八届九中全会正式决定对国民经济实行()的方针.,"['调整、巩固、充实、提高', '彻底纠正“共产”风', '调查研究']",['调整、巩固、充实、提高']
"2017年5月26日下午,中共中央政治局就推动形成绿色发展方式和生活方式进行第四十一次集体学习.习近平在主持学习时强调,生态环境保护能否落到实处,关键在().","['A、领导干部', 'B、减少消费', 'C、群众自觉', 'D、发展理念']",['A、领导干部']
"毛泽东在《论持久战》中指出,中国抗日战争取得胜利最关键的阶段是()","['战略防御阶段', '战略相持阶段', '战略反攻阶段', '战略决战阶段']",['战略反攻阶段']
