question,options,right_answer
下列土地政策符合1931年毛泽东制定的土地革命路线的是(),"['“一切私有土地完全归组织或苏维埃国家的劳动平民所公有”', '“农民分得的土地不得转让买卖”', '“没收公共土地及地主阶级土地分配给农民所有”', '“没收富农土地,归苏维埃国家所有”']",['“没收公共土地及地主阶级土地分配给农民所有”']
道德反映社会现实特别是反映社会经济关系的功效与能力是道德的认识功能.,"['对', '错']",['对']
以下哪种表达不正确？(),"['对一份工作有兴趣,就会觉得快乐', '在工作中,期望和实际往往产生矛盾', '简单、重复、机械的工作会让人感到枯燥', '工作没有意义']",['工作没有意义']
"2014年5月4日,习近平总书记在北京大学师生座谈会上说,道德之于个人、之于社会,都具有基础性意义,做人做事第一位的是().","['学习知识', '干好工作', '崇德修身', '树立理想']",['崇德修身']
"关于两岸关系,下列说法正确的是().","['和平统一最符合包括台湾同胞在内的中华民族的根本利益', '要从中华民族整体利益的高度把握两岸关系大局,在认清历史发展趋势中把握两岸前途,坚持增进互信、良性互动、求同存异、务实进取,促进两岸关系发展取得更多积极成果', '努力增进两岸人民福祉,增进对两岸命运共同体的认知,不断拓宽两岸关系和平发展的道路', '一中一台']","['和平统一最符合包括台湾同胞在内的中华民族的根本利益', '要从中华民族整体利益的高度把握两岸关系大局,在认清历史发展趋势中把握两岸前途,坚持增进互信、良性互动、求同存异、务实进取,促进两岸关系发展取得更多积极成果', '努力增进两岸人民福祉,增进对两岸命运共同体的认知,不断拓宽两岸关系和平发展的道路']"
"与法律有所不同,道德对社会行为的调节()","['是强制性的', '不可以借助国家强制力', '是一种经常性、深刻性、普遍性和灵活性的调节', '不是一种经常性、深刻性、普遍性和灵活性的调节']",['是一种经常性、深刻性、普遍性和灵活性的调节']
"社会保障权既是一种社会权利,又是一种经济权利.()","['正确', '错误']",['正确']
理想信念与人的精神境界的关系是,"['理想信念越崇高、越坚定,精神境界就越高尚', '精神境界高尚与否决定了理想信念的高低', '两者之间没有必然联系', '理想信念越崇高,一个人就越不务实']","['理想信念越崇高、越坚定,精神境界就越高尚']"
"中华民族精神源远流长,包含着丰富的内容,其中,夸父追日、大禹治水、愚公移山、精卫填海等动人的传说,其中体现的是中华民族精神的()","['勤劳勇敢', '团结统一', '自强不息', '爱好和平']",['自强不息']
"当今社会,人与自然的不和谐日益加剧,水源、客气、土壤受到严重污染,各种环境污染,资源滥用等现象屡见不鲜,并逐渐侵蚀人类美好的生活.对此认识正确的是","['地球是巨大的储物库,资源短缺不是问题', '人类是自然界最高生物,想干什么就干什么', '只须注意当代发展就行了,大不了先污染后治理', '应引起重视,制定有效的制度和采取合适的技术处理这些问题']","['应引起重视,制定有效的制度和采取合适的技术处理这些问题']"
家教是实现家庭美德与家风互动的中介环节.(),"['正确', '错误']",['正确']
孙中山提出的三民主义之民族主义的内容包括(),"['平均地权', '驱除鞑虏,恢复中华', '创立民国', '实现共和']","['驱除鞑虏,恢复中华']"
勇于实践、艰苦奋斗是实现理想的根本途径.(),"['正确', '错误']",['正确']
"“假如有很好的法律,但人民不了解它们,这对共和国来说就像没有任何法律一样糟糕.”这体现了培养法治思维的哪项基本要求？()","['参加法律实践', '掌握法律方法', '依法办事', '学习法律知识']",['学习法律知识']
下列权利属于人身权利的是().,"['人格尊严权', '住宅安全权', '通信自由权', '休息权']","['人格尊严权', '住宅安全权', '通信自由权']"
"在私人生活中,一个人的行为,必定与他人发生直接或间接的联系,具有开放性和透明性.()","['正确', '错误']",['错误']
"道德所调整的人和人之间的关系有许多方面,但实质是调整社会关系.()","['正确', '错误']",['错误']
"理想作为一种精神现象,是人类社会实践的产物.理想源于现实,又超越现实,在现实中有多种类型.从层次上划分,理想有()","['个人理想和社会思想', '道德理想和政治理想', '生活理想和职业理想', '崇高理想和一般理想']",['崇高理想和一般理想']
法律责任包括().,"['民事责任', '行政责任', '社会责任', '刑事责任']","['民事责任', '行政责任', '刑事责任']"
"祖国利益通常分为对内和对外两个方面.对内主要是指(),对外主要是指民族的政治、经济、文化等方面的权利与自由.","['社会利益', '集体利益', '共同利益', '公共利益']",['公共利益']
贯穿中国历史发展的一条主线是(),"['团结统一', '爱好和平', '爱国主义', '自强不息']",['爱国主义']
标志着以慈禧太后为首的清政府彻底放弃抵抗外国侵略者的事件是(),"['《南京条约》的签订', '《天津条约》的签订', '《北京条约》的签订', '《辛丑条约》的签订']",['《辛丑条约》的签订']
爱国主义的基础是,"['爱国思想', '爱国言语', '爱国行为', '爱国情感']",['爱国情感']
"下列会议,结束了王明“左”倾冒险主义在党中央的统治的是()","['瓦窑堡会议', '遵义会议', '中共“六大”', '晋绥干部会议']",['遵义会议']
"大学生正值青春韶华,树立正确的恋爱观和婚姻观,处理好自己的感情生活和家庭生活,有利于大学生顺利成长成才.()","['正确', '错误']",['正确']
掌握中国海关大权达40余年的英国人是(),"['普鲁斯', '赫德', '金登干', '李提摩太']",['赫德']
"企业生产对环境造成了污染,应该由政府组织开展治理.()","['对', '错']",['错']
"我国公民在()情况下,有从国家和社会获得物质帮助的权利.","['年老', '疾病', '丧失劳动能力', '待业']","['年老', '疾病', '丧失劳动能力']"
"日军占领南京后,制造震惊世界的大屠杀,被杀害的中国人达()余万","['10', '20', '30', '40']",['30']
"1928年l2月,毛泽东主持制定的中国共产党历史上第一个土地法是()","['《井冈山土地法》', '《兴国土地法》', '《关于清算、减租及土地问题的指示》', '《中国土地法大纲》']",['《井冈山土地法》']
"以下选项中,属于刑事诉讼中的其他诉讼参与人的是().","['自诉人', '翻译人员', '附带民事诉讼的被告', '被害人']",['翻译人员']
"1949年6月30日,毛泽东发表了()","['《新民主主义论》', '《论人民民主专政》', '《关于时局的声明》', '《论联合政府》']",['《论人民民主专政》']
共产主义社会只有在社会主义社会充分发展和高度发达的基础上才能实现.(),"['正确', '错误']",['正确']
积极培育和践行社会主义核心价值观是大学生提高思想道德素质和法律素质的根本途径.(),"['正确', '错误']",['正确']
"关于“大学生与诚信”,说法不正确的是().","['诚信是大学生树立理想信念的基础', '诚信是大学生全面发展的前提', '诚信是大学生进入社会的“通行证”', '诚信是大学生身心健康发展的保障']",['诚信是大学生身心健康发展的保障']
中国革命道德是指()在中国新民主主义革命和社会主义革命、建设和改革中所形成的优良道德.,"['一切先进分子', '人民军队', '中国共产党人', '人民群众']","['一切先进分子', '人民军队', '中国共产党人', '人民群众']"
清政府规定的预备立宪的期限是(),"['6年', '7年', '8年', '9年']",['9年']
我国公民都具有选举权和被选举权.(),"['正确', '错误']",['错误']
"关于公平正义,下列说法错误的是：().","['我国缺乏程序观念,因此,在法律适用中应当强调程序公正,实体公正是程序公正的前提和基础,程序公正是实体公正所追求的目标', '公正与效率是社会主义法治实践活动所追求的共同目标.实现公平正义,必须同时兼顾公正与效率', '公平正义要求在法律制定及其适用中,对特殊地域以及特殊群体或个体作出必要的区别化对待,特别是为不发达地区、困难群体或个体提供更多的发展机遇,给予更为完善的法律保护', '司法是解决社会纠纷,保护社会公平正义的最后一道防线']","['我国缺乏程序观念,因此,在法律适用中应当强调程序公正,实体公正是程序公正的前提和基础,程序公正是实体公正所追求的目标']"
"敬业是爱岗的具体表现,爱岗是敬业的().","['核心', '基础', '目的', '本质']",['基础']
"抗日战争期间,新加坡成立了由()为主席的华侨筹赈祖国难民总会.","['徐四民', '司徒美堂', '林白', '陈嘉庚']",['陈嘉庚']
公民个体层面的社会主义核心价值观不包括().,"['富强', '敬业', '诚信', '友善']",['富强']
"一个国家或地区的()等因素,会对法律义务的设定发生重要影响.","['历史传统', '文化背景', '宗教信仰', '制度性质']","['历史传统', '文化背景', '宗教信仰', '制度性质']"
民族精神是一个民族赖以生存和发展的精神支柱.(),"['正确', '错误']",['正确']
"理想是一定社会关系的产物,它必然地带有特定时代的烙印,在阶级社会中,还必然带着()","['人的烙印', '阶级的烙印', '动物的烙印', '民族的烙印']",['阶级的烙印']
公共生活具有一定的封闭性和隐秘性.(),"['正确', '错误']",['错误']
"家庭美德是调节人们在家庭生活方面的关系和行为的道德准则.下列关于家庭美德的论述,错误的是()","['家庭美德建设能增进人生幸福', '家庭美德建设是形成良好社会道德风尚的根基', '家庭美德是社会公共生活中所应遵循的最基本的行动准则', '家庭美德涵盖了夫妻、长幼、邻里之间的关系']",['家庭美德是社会公共生活中所应遵循的最基本的行动准则']
我国《婚姻法》规定的婚姻可以撤销的法定事由有(),"['重婚的', '有禁止结婚的亲属关系的', '未到法定婚龄的', '受胁迫结婚的']",['受胁迫结婚的']
太平天国失败的根本原因是(),"['领导层的腐败', '领导层的内讧', '以宗教组织发动群众', '农民阶级的局限性']",['农民阶级的局限性']
马克思主义揭示了人的本质在其现实性上是().,"['人的自身需要', '人类的共同利益', '人的自然属性', '人的社会关系']",['人的社会关系']
"王某15周岁,智力超群,为某歌舞团演员,生活可以自足,根据《民法通则》规定,王某是限制民事行为能力人.()","['正确', '错误']",['正确']
对于犯罪分子可以适用驱逐出境.(),"['正确', '错误']",['错误']
"()是国家的根本大法,具有最高的法律地位,是治国安邦的总章程.","['宪法', '刑法', '民法', '党内监督条例']",['宪法']
"我们提出的社会主义核心价值观,把涉及()的价值要求融为一体,既体现了社会主义本质要求,继承了中华优秀传统文化,也吸收了世界文明有益成果,体现了时代精神.","['民族', '国家', '社会', '公民']","['国家', '社会', '公民']"
中国的历史和现实所昭示的以下真理().,"['没有共产党也会有新中国', '没有共产党就没有新中国', '只有社会主义才能救中国', '只有改革开放才能发展中国、发展社会主义']","['没有共产党就没有新中国', '只有社会主义才能救中国', '只有改革开放才能发展中国、发展社会主义']"
"行政诉讼是人民法院根据公民、法人或其他组织的请求,依法审理和解决行政案件的活动.下列选项中属于行政诉讼受案范围的有().","['行政相对人不服行政处罚的', '行政相对人不服行政强制措施的', '行政机关工作人员不认可奖惩、任免决定的', '行政机关工作人员不认可有关法规、规章的']","['行政相对人不服行政处罚的', '行政相对人不服行政强制措施的']"
"在社会主义社会中,对什么是光荣、什么是耻辱问题的根本看法和基本观点是()","['社会主义政治观', '社会主义人生观', '社会主义荣辱观', '社会主义实践观']",['社会主义荣辱观']
"甲怀疑医院救治不力致其母死亡,遂在医院设灵堂、烧纸钱,向医院讨说法.结合社会主义法治理念和刑法规定,下列哪一看法是错误的()","['如以寻衅滋事罪判处甲有期徒刑3年、缓刑3年,为有效维护医疗秩序,法院可同时发布禁止令,禁止甲1年内出入医疗机构', '如甲母的死亡确系医院救治不力所致,则不能轻易将甲的行为认定为寻衅滋事罪', '执法为民与服务大局的理念要求严厉打击涉医违法犯罪,对社会影响恶劣的涉医犯罪行为,要依法从严惩处', '甲属于起哄闹事,只有造成医院的秩序严重混乱的,才构成寻衅滋事罪']","['如以寻衅滋事罪判处甲有期徒刑3年、缓刑3年,为有效维护医疗秩序,法院可同时发布禁止令,禁止甲1年内出入医疗机构']"
一个社会精神文明发展水平的重要标志是社会道德风尚.(),"['正确', '错误']",['正确']
排他性是现代公共生活的一大特性.,"['对', '错']",['错']
"“大道之行也,天下为公.选贤与能,讲信修睦.……故外户而不闭,是谓大同.”这里的“大同”指的是一种().","['道德理想', '职业理想', '社会理想', '生活理想']",['社会理想']
以下不属于基本权利的是().,"['选举权', '人身自由', '物权', '受教育权']",['物权']
"公共生活中的道德和()所追求的目标是一致的,都是通过规范人们的行为来维护公共生活中的秩序,实现社会稳定和经济发展.","['纪律', '政策', '法律', '守则']",['法律']
我国婚姻法所指的子女包括().,"['婚生子女', '非婚生子女', '养子女', '继子女']","['婚生子女', '非婚生子女', '养子女', '继子女']"
公司营业执照签发日期为公司成立日期.(),"['正确', '错误']",['正确']
"道德与法律是人类社会规范世界的两种不同的维度,二者是相互促进,相互补充,相互配合的关系.()","['正确', '错误']",['正确']
"“治国在于齐家”的思想,便说明了()的重要性.","['学校教育', '社会教育', '家庭教育', '特殊教育']",['家庭教育']
"在我国,受教育权主要指接受()的权利.","['免费义务教育', '中等技术和职业教育', '高等教育', '继续教育']",['免费义务教育']
五四运动的直接导火线是(),"['袁世凯接受日本提出的“二十一条”', '俄国十月革命的胜利', '李大钊《庶民的胜利》的发表', '巴黎和会上中国的外交失败']",['巴黎和会上中国的外交失败']
揭开维新变法运动序幕的事件是(),"['康有为第一次上书', '公车上书', '""南学会""创立', '《孔子改制考》发表']",['公车上书']
"“不以善小而不为,不以恶小而为之”,使其不断地积累成为个人品德.这种道德修养方法是().","['陶冶情操', '省察克治', '积善成德', '择善而从']",['积善成德']
中国特色社会主义共同理想集中体现了工人、(),"['农民、民族资产阶级、知识分子的利益和愿望', '农民、学生、干部的利益和愿望', '脑力劳动者与体力劳动者的利益和愿望', '农民、知识分子、其他劳动者、爱国者的利益和愿望']",['农民、知识分子、其他劳动者、爱国者的利益和愿望']
"根据我国宪法、立法法等法律的规定,以下说法不正确的是().","['国务院有权根据宪法和法律制定行政法规', '国务院各部门可以根据宪法、法律和行政法规,在本部门的权限范围内,制定部门规章', '自治县的人民代表大会不可以制定自治条例和单行条例', '特别行政区立法机关有权根据特别行政区基本法自主地制定本行政区的法律']",['自治县的人民代表大会不可以制定自治条例和单行条例']
"当发现理想与现实的矛盾时,不加分析地会盘认同当下的现实,对于现实中的一些消极乃至丑恶的现象不愤怒、不斗争,甚至与之同流合污.以这种方式看待和处理理想与现实矛盾实质上是()","['以理想来否定现实', '以理想来肯定现实', '以现实来否定理想', '以现实来肯定理想']",['以现实来否定理想']
"突破西周以来“学在官府”的传统,开启私人讲学之先河,提出“学而不厌,诲人不倦”、“有教无类,因材施教”等教育思想的是().","['朱熹', '孟子', '王阳明', '孔子']",['孔子']
"信念虽具有高于一般认识的稳定性,但稳定性也不是绝对的.()","['正确', '错误']",['正确']
家庭美德的主要内容包括尊老爱幼、男女平等、夫妻和睦、勤俭持家和邻里团结.(),"['正确', '错误']",['正确']
"从理想的()上划分,理想有社会政治理想、道德理想、职业理想和生活理想等.","['时序', '性质', '对象', '内容']",['内容']
毛泽东认为：游击战争在抗日战争中具有()地位.,"['重要', '战术', '战略', '次要']",['战略']
"据我国刑法规定,因犯罪被剥夺政治权利的人,在剥夺政治权利期间不能成为事业单位的员工.()","['正确', '错误']",['错误']
"婚姻家庭关系是特定的人与人之间的特殊关系,具有自然性和大众性.","['对', '错']",['错']
个人品德集中体现为道德认知、道德情感、道德意志和道德行为的内在统一.,"['对', '错']",['对']
"法的作用可以分为社会作用和规范作用,下列选项属于法的社会作用的有().","['指引作用', '制裁作用', '维护阶级统治的作用', '执行社会公共事务的作用']","['维护阶级统治的作用', '执行社会公共事务的作用']"
正当防卫的防卫客体只能是不法侵害人本人.(),"['正确', '错误']",['正确']
"中国各族人民都深深懂得国家分则弱、合则强的道理,反对分裂,反对战乱,希望国家统一,民族团结,人民安居乐业,经济繁荣发展.这体现了中华民族爱国主义传统中()","['抵御外来侵略,捍卫国家主权的精神', '维护祖国统一,促进民族团结的精神', '开发祖国山河,创造中华文明的精神', '心系民生苦乐,推动历史进步的精神']","['维护祖国统一,促进民族团结的精神']"
"某法院法官赵某在审理一起共同犯罪案件中,因其弟是犯罪嫌疑人之一而退出审判活动.这体现了诉讼法的().","['回避原则', '合议制原则', '公开审判原则', '两审终审原则']",['回避原则']
"宪法是国家的根本法,是治国安邦的总章程.下列关于宪法的说法中,正确的有().","['宪法具有最高的法律效力', '宪法居于一国法律体系的核心地位', '宪法规定了公民的基本权利和义务', '宪法与普通法律有着同样有修改程序']","['宪法具有最高的法律效力', '宪法居于一国法律体系的核心地位', '宪法规定了公民的基本权利和义务']"
"邓小平说：“美好的前景如果没有切实的措施和工作去实现它,就有成为空话的危险.”这说明不包括().","['社会实践是科学知识产生的源泉', '社会实践是联系理想和现实的桥梁', '有了理想并不意味着成功,更不意味着已经成功', '把理想转变为现实要付出辛勤的劳动,要靠实实在在的实践']",['社会实践是科学知识产生的源泉']
"既是职业生活中的基本道德规范的内容,又是我国公民道德建设重点的是()","['爱岗敬业', '诚实守信', '热情服务', '奉献社会']",['诚实守信']
"除了继承人,其他公民不能取得遗产.()","['正确', '错误']",['错误']
法律制裁主要有民事制裁、行政制裁和刑事制裁三种形式.下列选项中属于刑事制裁措施的是(),"['赔偿损失', '劳动教养', '没收财产', '赔礼道歉']",['没收财产']
"民事责任主要是财产责任,也可以是以()等作为责任承担内容的非财产责任.","['人身', '行为', '人格', '健康']","['人身', '行为', '人格']"
"根据解释主体和解释效力的不同,法律解释可以分为正式解释和非正式解释.下列属于正式解释的是()","['立法解释', '司法解释', '行政解释', '以上都是']",['以上都是']
"理想是人们在实践中形成的具有()的对美好未来的追求和向往,是人们的世界观、人生观和价值观在人生奋斗目标上的体现.","['必定实现性', '现实可能性', '超越客观性', '历史必然性']",['现实可能性']
关于公平正义以下表述错误的是(),"['公平正义是指社会的政治利益、经济利益和其他利益在全体社会成员之间合理、公平分配和占有.', '实现公平正义是一个漫长的过程,需要发展经济等创造实现的条件.', '公平正义主要包括权利公平、机会公平和救济公平.', '救济公平包括了司法救济公平,即司法要公正对待每一个当事人,致力于实现司法公正.']",['公平正义主要包括权利公平、机会公平和救济公平.']
"龚自珍告诫我们：“欲知大道,()","['必先知道', '必先知史', '必先知国', '必先知人']",['必先知史']
"运用法律规范,告诉人们不得做什么,指的是：()","['禁止性指引', '强制性指引', '义务性指引', '授权性指引']",['禁止性指引']
"大学生应当坚持文明上网,养成自我的上网习惯,成为净化网络空间的积极力量.","['对', '错']",['错']
"１９４７年１０月１０日,中国人民解放军总部发表宣言,提出()的口号","['打倒蒋介石,解放全中国', '一切反动派都是纸老虎', '百万雄师过大江', '挺进大别山']","['打倒蒋介石,解放全中国']"
人身自由是人们一切行动和生活的前提条件.人身自由是指().,"['是指人的身体不受拘束,因而被视为“最小限度的自由”', '是指人的行动自由', '是指人身自由不受非法限制和剥夺', '是指无限制的自由']","['是指人的身体不受拘束,因而被视为“最小限度的自由”', '是指人的行动自由', '是指人身自由不受非法限制和剥夺']"
我国特别行政区具有的权力包括立法权、终审权和外交权.(),"['正确', '错误']",['错误']
"爱国主义在不同的历史时代和文化背景下,其内涵不同.()","['对', '错']",['对']
大学生活要求同学们树立自立自强自信自律的生活意识.(),"['正确', '错误']",['正确']
"“得其大者可以兼其小.”青年大学生只有把认识理想融入国家和民族的事业中,才能最终成就一番事业.()","['正确', '错误']",['正确']
"到1919年五四运动之前,中国的产业工人已达()","['100万', '200万', '300万', '1000万']",['200万']
".在社会主义条件下,是否谦敬礼让成为人们衡量一个人行为和品质的是非、善恶、美丑的根本标准.()","['正确', '错误']",['错误']
法律义务的履行表现为两种形式().,"['思维逻辑推理', '作为', '不作为', '思维归纳']","['作为', '不作为']"
"理想是人们头脑中形成的,有实现可能性的、对未来社会和自身发展目标的向往和追求,是人们的世界观、人生观和价值观在奋斗目标上的集中体现.()","['正确', '错误']",['错误']
"中华民族在五千年发展中形成了爱国主义的优良传统.下列选项中,属于这种优良传统的是()","['维护祖国统一,促进民族团结', '抵御外来侵略,捍卫国家主权', '开发祖国山河,创造中华文明', '以上都是']",['以上都是']
"国家机关在获得权力的同时必须承担相应的职责和责任,是指().","['权力由法定', '违法受追究', '用权受监督', '有权必有责']",['有权必有责']
"()指出,是否发扬革命传统,是我国民主革命能够取得胜利的重要因素","['胡锦涛', '毛泽东', '江泽民', '邓小平']",['毛泽东']
我国刑罚体系由()构成.,"['主刑', '死刑', '罚金', '附加刑']","['主刑', '附加刑']"
"古希腊哲学家柏拉图早就认识到：“为着品德而去眷恋一个情人,总是一件很美的事.”近代法国启蒙思想家卢梭也曾强调：“我们之所以爱一个人,是由于我们认为那个人具有我们所尊重的品质”.他们的意思是说,在爱情中起主导作用的应该是：().","['个人的相貌和气度', '人的纵欲目的和生理要求', '个人所拥有的金钱和权势', '人的精神世界和道德面貌']",['人的精神世界和道德面貌']
"理想源于现实,又超越现实.()","['正确', '错误']",['正确']
"毛泽东说：“这一次我们去得好,击破国民党说共产党不要和平,不要团结的谣言.”这里的“这一次”是指()","['参加国民党“一大”', '和平解放西安事变', '参加政协会议', '赴重庆谈判']",['赴重庆谈判']
"为人民服务为核心内容的人生观,是科学高尚的人生观.()","['正确', '错误']",['正确']
"井冈山时期,毛泽东提出红色政权存在与发展必须坚持()","['武装斗争、土地革命、根据地建设', '党的建设、武装斗争、土地革命', '党的建设、武装斗争、统一战线', '武装斗争、土地革命、统一战线']",['武装斗争、土地革命、根据地建设']
爱岗敬业是社会主义职业道德中最高层次的要求.(),"['正确', '错误']",['错误']
"党的十八大提出,要倡导富强、民主、文明、和谐,倡导自由、平等、公正、法治,倡导爱国、敬业、诚信、友善,积极培育和践行社会主义核心价值观.这()","['与中国特色社会主义发展要求相契合', '与中华优秀传统文化相承接', '与人类文明优秀成果相承接', '是中国共产党凝聚全党全社会价值共识作出的重要论断']","['与中国特色社会主义发展要求相契合', '与中华优秀传统文化相承接', '与人类文明优秀成果相承接', '是中国共产党凝聚全党全社会价值共识作出的重要论断']"
"下列叙述中,体现了“公民在法律面前一律平等”的是()","['法律不能朝令夕改,法律适用的结果也不能随意被推翻', '法律的内容应当统一,下位阶的法律不得与上位阶的法律相抵触', '法律不在于多少,而在于是否由人民制定,是否切实体现和维护人民的意志和利益', '任何组织和个人都没有超越宪法和法律的特权,任何组织和个人的违法行为都必须依法受到追究']","['任何组织和个人都没有超越宪法和法律的特权,任何组织和个人的违法行为都必须依法受到追究']"
"恋爱是相爱的男女双方互相了解、建立和发展爱情的过程,也是婚前生活的一个相互考察阶段.恋爱双方应彼此真实真诚,自愿为对方承担责任.这是男女恋爱的基本道德要求中()","['文明相爱的要求', '平等互尊的要求', '真诚负责的要求', '强烈持久的要求']",['真诚负责的要求']
"中国传统道德始终重视整体利益,强调责任意识和奉献精神.以下不属于这个内容的是()","['公利胜私欲', '夙夜在公', '公而忘私', '民无信不立']",['民无信不立']
"尊重法律权威是社会主义法治观念和法治思维的核心要求,是建设社会主义法治国家的前提条件.()","['正确', '错误']",['正确']
遵义会议成为中共从幼稚走向成熟的标志主要是因为(),"['纠正了博古等人的“左”倾错误', '在事实上确立了毛泽东的正确领导', '独立运用马克思主义原理妥善处理自身问题', '肯定了毛泽东的正确军事主张']",['独立运用马克思主义原理妥善处理自身问题']
"爱国主义包含着情感思想行为三个方面,其中灵魂是","['情感', '意志', '思想', '行为']",['思想']
"道德修养是一个循序渐进的过程,古人云：“积土成山,风雨兴焉,积水成渊,蛟龙生焉；积善成德,而神明自得,圣心备焉.故不积跬步,无以至千里；不积小流,无以成江海.”下列名言中与这段话含义上近似的是().","['仁远乎哉？我欲仁,斯仁至矣', '勿以善小而不为,勿以恶小而为之', '君子求诸己,小人求诸人', '有能一日用其力予仁矣乎？我未见力不足者']","['勿以善小而不为,勿以恶小而为之']"
洋务运动最终没有使中国走上富强道路是因为().,"['维护清王朝的统治', '具有垄断性买办性', '得不到人民支持', '没有改变中国社会性质']",['没有改变中国社会性质']
