question,options,right_answer
"党的十一届三中全会在坚持实事求是地解决历史遗留问题的同时,明确指出,党中央在理论战线的崇高任务,就是领导、教育全党和全国人民历史地、科学地认识().","['资本主义和社会主义,以及资本主义必然灭亡,社会主义必然代替资本主义的历史大势', '毛泽东同志的伟大功绩,完整地、准确地掌握毛泽东思想的科学体系,把马列主义、毛泽东思想的普遍原理同社会主义现代化建设的具体实践结合起来,并在新的历史条件下加以发展', '我国社会这一现代化建设的客观规律,以及建设有中国特色社会主义理论的深刻内涵']","['毛泽东同志的伟大功绩,完整地、准确地掌握毛泽东思想的科学体系,把马列主义、毛泽东思想的普遍原理同社会主义现代化建设的具体实践结合起来,并在新的历史条件下加以发展']"
"反恐怖斗争事关(),事关人民群众切身利益.","['国家安全', '文化安全', '政治安全', '人民安全']",['国家安全']
"在1978年3月召开的全国科学大会上,邓小平强调了()这一马克思主义的观点.","['实践是检验真理的唯一标准', '科学技术是生产力', '经济基础决定上层建筑']",['科学技术是生产力']
"1979年,中共中央、国务院决定在()两省实行特殊政策和优惠措施.","['广东、广西', '浙江、福建', '广东、福建']",['广东、福建']
"&nbsp;党的十八大提出的“两个百年奋斗目标”,具体是指中国共产党成立100年时全面建成小康社会和()建成富裕民主文明和谐的社会主义现代化国家.","['改革开放100年时', '新中国成立100年时', '抗日战争胜利100年时', '解放战争胜利100年时']",['新中国成立100年时']
"1945年4月23日至6月11日,在延安召开了党的第()次全国代表大会.","['五', '六', '七']",['七']
保证()是头等大事.,"['国家安全', '文化安全', '政治安全', '经济安全']",['国家安全']
"1943年美国专栏作家()首次提出了""国家安全""一词,美国学界把国家安全界定为有关军事力量的威胁、使用和控制.","['乌尔曼', '马修斯', '李普曼', '布斯和范勒']",['李普曼']
"我国在社会主义改造中,对资本主义工商业改造采取了()的政策.","['加工订货、经销代销、公私合营', '利用、限制、改造', '团结、帮助、合作']",['利用、限制、改造']
"()是全国解放战争时期,中国共产党领导的第一次大规模的学生爱国民主运动.","['一二一运动', '一二九运动', '五二Ο运动']",['一二一运动']
《中华人民共和国民族区域自治实施纲要》是()公布的.,"['1951年2月', '1952年8月', '1954年6月']",['1952年8月']
"在1978年中央工作会议的闭幕会上,邓小平发表了题为()的重要讲话,实际上成为党的十一届三中全会的主题报告和开辟新时期新道路、创建社会主义建设新理论的宣言书.","['《坚持四项基本原则》', '《解放思想,实事求是,团结一致向前看》', '《高举毛泽东思想旗帜,坚持实事求是的原则》']","['《解放思想,实事求是,团结一致向前看》']"
"1949年3月,党的七届二中全会在河北西柏坡召开.会议着重讨论党的工作重心实行战略转移,即()的问题.","['从乡村转到城市', '从农业国转变为工业国', '从新民主主义社会转变到社会主义社会']",['从乡村转到城市']
"社会主义制度确立后,党面临的一个崭新课题是,在中国这样一个经济文化比较落后的东方大国如何(&nbsp;&nbsp;&nbsp;).&nbsp;","['解放生产力', '发展生产力', '进行社会主义革命', '建设和巩固社会主义']",['建设和巩固社会主义']
"&nbsp;2017年4月5日,国家主席习近平在赫尔辛基同芬兰总统尼尼斯托举行会谈.两国元首积极评价中芬建交67年来双边关系取得的长足进展,共同宣布建立中芬()的新型合作伙伴关系.","['互利共赢', '面向未来', '互信互助', '深化务实']",['面向未来']
"1979年4月5日,李先念中共中央政治局会议上作了《关于国民经济调整问题的报告》,并提出了()八字方针.","['调整、改革、整顿、提高', '调整、巩固、充实、提高', '调整、改革、充实、提高']",['调整、改革、整顿、提高']
"1945年4月20日,党的六届七中全会通过了(),对党的历史上若干重大问题作出正式结论,标志着整风运动胜利结束.","['《关于若干历史问题的决议》', '《关于建国以来党的若干历史问题决议》', '《六大以来》']",['《关于若干历史问题的决议》']
关于国家安全的说法正确的是(),"['维护它是公民的基本权利', '是国家的事,与公民个人没有关系', '与公民的经济利益息息相关', '关系着整个国家和民族的生死存亡']",['关系着整个国家和民族的生死存亡']
《论十大关系》前五条主要讨论(&nbsp;&nbsp;&nbsp;)工作各个方面的问题.&nbsp;,"['政治', '经济', '文化']",['经济']
"&nbsp;2017年4月5日,国家主席习近平在赫尔辛基同芬兰总统尼尼斯托举行会谈,双方同意不断丰富人文交流形式和内容,将()年确立为“中芬冬季运动年”.","['2022', '2020', '2018', '2019']",['2019']
"1939年底至1940年初,毛泽东先后发表()和《中国革命和中国共产党》、《新民主主义论》著作,完整地阐述了新民主主义理论.","['《改造我们的学习》', '《论联合政府》', '《〈共产党人〉发刊词》']",['《〈共产党人〉发刊词》']
"1935年12月,中国共产党召开了著名的(),确定了建立抗日民族统一战线的政策.","['六届四中全会', '瓦窑堡会议', '遵义会议']",['瓦窑堡会议']
"1978年5月11日,《光明日报》以特约评论员名义公开发表题为()的,拉开了真理标准问题大讨论的序幕.","['《实践是检验真理的唯一标准》', '《实践是检验真理的标准》', '《关于检验真理的实践标准》']",['《实践是检验真理的唯一标准》']
"1958年8月召开的北戴河中央政治局扩大会议,把()运动迅速推向高潮,以高指标、瞎指挥.浮夸风、“共产”风为主要标志的“左”倾错误严重泛滥开来.","['大跃进', '大跃进和人民公社化', '人民公社化']",['大跃进和人民公社化']
()被认为是中国改革开放的起点.,"['十一届一中全会', '十一届二中全会', '十一届三中全会']",['十一届三中全会']
"在中共七大会议上,刘少奇作了()的报告.","['《论统一战线》', '《关于修改党的章程》', '《论解放区战场》']",['《关于修改党的章程》']
"把()作为党的指导思想并写入党章,是七大的历史性贡献.","['列宁主义', '新民主主义', '毛泽东思想']",['毛泽东思想']
"&nbsp;2017年4月3日,国家主席习近平在芬兰《赫尔辛基时报》发表题为《穿越历史的友谊》的署名文章指出,中欧双方要坚持()的共同理念,为促进世界和平和繁荣作出新贡献.","['互利共赢', '和平共处', '开放包容', '良好伙伴']",['开放包容']
中国共产党在长期奋斗中形成的三大作风是(),"['独立自主,艰苦奋斗,勤俭建国', '惩前毖后,治病救人,加强团结', '理论和实际结合的作风,密切联系群众的作风,自我批评的作风']","['理论和实际结合的作风,密切联系群众的作风,自我批评的作风']"
"1981年6月,党的十一届六中全会通过()标志着党在指导思想上的拨乱反正胜利完成.","['《关于若干历史问题的决议》', '《关于建国以来党的若干历史问题的决议》', '《关于党内政治生活的若干准则》']",['《关于建国以来党的若干历史问题的决议》']
中国梦就是().,"['全面建成小康社会', '建成富强民主文明和谐的社会主义现代化国家', '实现中华民族伟大复兴', '实现共产主义']",['实现中华民族伟大复兴']
"1956年9月召开的党的八大,正确分析了国内形势和国内主要矛盾的变化后指出,社会主义改造取得了决定性的胜利,这就表明,国内的主要矛盾已经是(),社会主义制度在我国已经基本上建立起来.","['无产阶级同资产阶级之间的矛盾', '人民对于经济文化迅速发展的需要同当前经济文化不能满足人民需要的状况之间的矛盾', '社会主义同资本主义之间的矛盾']",['人民对于经济文化迅速发展的需要同当前经济文化不能满足人民需要的状况之间的矛盾']
"1978年12月13日,邓小平在中央工作会议上发表()的讲话,受到与会者热烈拥护,实际上成为随后召开的十一届三中全会的主题报告.","['《民主和法制两手都不能削弱》', '《党和国家领导制度的改革》', '《解放思想,实事求是,团结一致向前看》']","['《解放思想,实事求是,团结一致向前看》']"
"&nbsp;2017年4月6日,习近平同特朗普举行中美元首会晤时指出,()是中美两国唯一正确的选择.","['合作', '共赢', '团结', '信任']",['合作']
