question,options,right_answer
"世界上没有完全相同的政治制度模式,政治制度不能脱离特定来抽象评判,不能生搬硬套外国政治制度模式.","['社会发展水平', '社会政治条件', '社会经济条件', '历史文化传统', '传统文化价值', '社会民生状况']","['社会政治条件', '历史文化传统']"
"67.中国特色社会主义是在改革开放历史新时期开创的,但也是在新中国已经建立起社会主义基本制度、并进行了２０多年建设的基础上开创的.虽然这两个历史时期在进行社会主义建设的思想指导、方针政策、实际工作上有很大差别,但两者决不是彼此割裂的,更不是根本对立的.()","['正确', '错误']",['正确']
"2016年习近平强调,平安是最基本的公共产品,“安全第一”是最广泛的社会共识.","['正确', '错误']",['正确']
"坚持党的领导、人民当家作主、依法治国有机统一,就要健全依法决策机制,构建(&nbsp;)的权力运行机制.","['决策高效', '执行迅速', '严格监控', '决策科学', '执行坚决', '监督有力']","['决策科学', '执行坚决', '监督有力']"
"新华社北京1月16日电“印度旅游年”开幕式2016年1月14日在印度新德里举行,国家主席习近平向开幕式致贺词.习近平对“中国旅游年”活动开幕表示热烈的祝贺,向友好的印度人民致以诚挚的问候.习近平指出,中印两国人民友好交往源远流长.千百年来,两国人民交流互鉴,树立了世界跨文化交流的楷模,为人类文明进步发挥了重要作用.中印各领域互补优势明显、合作潜力巨大.两国应该发扬传统友谊,加强互利合作,扩大人文交流,为世界和平与发展作出新贡献.","['正确', '错误']",['错误']
"保护海洋生态环境,着力推动海洋开发方式向质量效益型转变.()","['正确', '错误']",['错误']
"192.全国广大教师应牢固树立创新学习理念,加强学习,拓宽视野,更新知识,不断提高业务能力和教育教学质量.()","['正确', '错误']",['错误']
发展文化产业是社会主义市场经济条件下满足人民多样化精神文化需求的重要途径.发展文化产业应该().,"['按照公益性、基本性、均等性、便利性要求', '按照全面协调可持续要求', '加强文化基础设施建设,完善公共文化服务网络', '推动跨越式发展,使之成为国民经济支柱型产业']","['按照全面协调可持续要求', '推动跨越式发展,使之成为国民经济支柱型产业']"
"299.从目前我国城镇化发展要求来看,主要任务是解决已经转移到城镇就业的农业转移人口落户问题,努力提高农民工融入城镇的素质和能力.()","['正确', '错误']",['正确']
"十九大报告指出,把党建设成为________的马克思主义执政党.","['始终走在时代前列', '人民衷心拥护', '勇于自我革命', '经得起各种风浪考验', '朝气蓬勃']","['始终走在时代前列', '人民衷心拥护', '勇于自我革命', '经得起各种风浪考验', '朝气蓬勃']"
"有效维护国家安全,要完善,坚决维护国家政治安全,统筹推进各项安全工作.","['国家安全战略', '国家安全政策', '国家安全措施', '国家安全环境']","['国家安全战略', '国家安全政策']"
建设生态文明必须坚持______________的基本国策.,"['科教兴国', '节约资源', '保护环境', '合理利用土地']","['节约资源', '保护环境']"
"和平发展是中国特色社会主义的必然选择,所以必须坚持开放的发展、合作的发展、共赢的发展,扩大同各方利益汇合点,推动建设持久和平、共同繁荣的和谐世界.()","['正确', '错误']",['正确']
"2016年习近平在中共中央政治局常委会会议上发表重要讲话,对全面加强安全生产工作提出明确要求,强调血的教训警示我们,公共安全绝非小事,必须坚持安全发展,扎实落实安全生产责任制,堵塞各类安全漏洞,坚决遏制重特大事故频发势头,确保人民生命财产安全.","['正确', '错误']",['正确']
"37.全面贯彻实施宪法,是建设社会主义法治国家的首要任务和基础性工作.()","['正确', '错误']",['正确']
"32.１９８４年１２月４日,五届全国人大五次会议通过了《中华人民共和国宪法》.()","['正确', '错误']",['错误']
"2016年1月19日,国家主席习近平在利雅得同沙特阿拉伯国王萨勒曼举行会谈,共同宣布建立中沙全天候战略伙伴关系,推动双边关系深入发展,取得更大合作成果.","['正确', '错误']",['正确']
"新安江是全国首个跨流域生态补偿的试点,自2012年运作以来,对改善该流域水质起到了积极作用,该机制发生在()省.","['福建', '浙江', '安徽', '江西']","['浙江', '安徽']"
"2016年习近平出席亚信第五次外长会议开幕式并发表讲话,指出会议以“以对话促安全”为主题,凝聚各方共识,促进亚洲安全,谋求共同发展,加强亚信作用,促进信任和协作.","['正确', '错误']",['正确']
"46.各级国家行政机关、审判机关、检察机关要坚持依法行政、公正司法,加快推进法治政府建设,不断提高司法公信力.()","['正确', '错误']",['正确']
"全面深化改革,需要提高宏观调控水平,提高政府效益和效能.以加快转变政府职能为抓手,处理好政府与市场的关系.()","['正确', '错误']",['正确']
"265.解决好“三农”问题是全党工作的重中之重.要坚持工业反哺农业、城市支持农村和多予少取放活方针,不断加大强农惠农富农政策力度.()","['正确', '错误']",['正确']
"261.我国已经形成京津冀、长三角、珠三角三大城市群,同时要在中西部和东北有条件的地区,依靠市场力量和国家规划引导,逐步发展形成若干城市群.()","['正确', '错误']",['正确']
"60.必须毫不放松抓好“支农”工作,推动城乡一体化发展.()","['正确', '错误']",['错误']
"以毛泽东同志为核心的党的第一代中央领导集体,为新时期开创中国特色社会主义提供了宝贵经验、理论准备、物质基础.()","['正确', '错误']",['正确']
"改革生态环境监管体制需要加强对生态文明建设的总体设计和组织领导,包括：()","['设立国有自然资源资产管理和自然生态监管机构,完善生态环境管理制度', '统一行使全民所有自然资源资产所有者职责', '统一行使所有国土空间用途管制和生态保护修复职责', '统一行使监管城乡各类污染排放和行政执法职责']","['设立国有自然资源资产管理和自然生态监管机构,完善生态环境管理制度', '统一行使全民所有自然资源资产所有者职责', '统一行使所有国土空间用途管制和生态保护修复职责', '统一行使监管城乡各类污染排放和行政执法职责']"
"推进伟大工程,要结合(&nbsp;&nbsp;)的实践来进行,确保党在世界形势深刻变化的历史进程中始终走在时代前列.","['伟大斗争', '伟大事业', '伟大梦想', '伟大历史']","['伟大斗争', '伟大事业', '伟大梦想']"
"坚决打赢脱贫攻坚战,要动员全党全国全社会力量,坚持精准扶贫、精准脱贫,坚持的工作机制.","['分工协调', '中央统筹', '省负总责', '市县抓落实', '坚持党的领导']","['中央统筹', '省负总责', '市县抓落实']"
"坚持两岸关系增进互信,核心就是要加强沟通、平等协商、相向而行,维护两岸关系来之不易的和平发展局面.()","['正确', '错误']",['正确']
"紧密结合新的时代条件和实践要求,以全新的视野深化对、、的认识,进行艰辛理论探索,取得重大理论创新成果,形成了新时代中国特色社会主义思想.","['共产党执政规律', '社会主义建设规律', '现代化建设规律', '人类社会发展规律']","['共产党执政规律', '社会主义建设规律', '人类社会发展规律']"
"258.思想教育和和政治教育是贯彻群众路线的两手,要两手抓、两手都要硬.()","['正确', '错误']",['错误']
"改革开放以来历次三中全会都是在释放一个重要信号,就是我们党将坚定不移高举社会主义的旗帜.()","['正确', '错误']",['错误']
250.全面深化改革只需要解决好生产关系中不适应的问题.(),"['正确', '错误']",['错误']
十九大报告指出：要统筹推进安全领域和安全领域军事斗争准备.,"['传统', '新型', '历史', '未来']","['传统', '新型']"
下列属于中国社会保障体系的有.,"['城乡居民基本医疗保险', '大病保险', '失业、工伤保险', '最低生活保障']","['城乡居民基本医疗保险', '大病保险', '失业、工伤保险', '最低生活保障']"
"深化科技体制改革,要建立以、、产学研深度融合的技术创新体系,加强对中小企业创新的支持,促进科技成果转化.()","['企业为主体', '政府为主体', '市场为导向', '产品为导向']","['企业为主体', '市场为导向']"
"习近平总书记在《在首都各界纪念现行宪法公布施行30周年大会上的讲话》指出：要善于通过国家政权机关实施党对国家和社会的领导,支持国家()依照宪法和法律独立负责、协调一致地开展工作.","['权力机关', '行政机关', '审判机关', '检察机关']","['权力机关', '行政机关', '审判机关', '检察机关']"
"68.不能用改革开放后的历史时期否定改革开放前的历史时期,也不能用改革开放前的历史时期否定改革开放后的历史时期.()","['正确', '错误']",['正确']
"49.依法治国,首先是依宪治国；依法执政,关键是依宪执政.()","['正确', '错误']",['正确']
"十九大报告指出,要坚持农业农村优先发展,按照产业兴旺、的总要求,加快推进农业农村发展.()","['生态宜居', '乡风文明', '治理有效', '生活富裕']","['生态宜居', '乡风文明', '治理有效', '生活富裕']"
"构筑尊崇自然、绿色发展的生态体系,始终做世界和平的全球发展的国际秩序的.","['建设者', '贡献者', '付出者', '维护者']","['建设者', '贡献者', '维护者']"
"全面依法治国是国家治理的一场深刻革命,必须坚持厉行法治,推进.","['科学立法', '严格执法', '公正司法', '全民守法', '公开立法', '严明司法']","['科学立法', '严格执法', '公正司法', '全民守法']"
"264.在促进城乡一体化发展中,要注意保留村庄原始风貌,慎砍树、不填湖、少拆房,尽可能在原有村庄形态上改善居民生活条件.()","['正确', '错误']",['正确']
"215.对于我国当前的改革,我们的立场是胆子要大、步子要快,要大胆探索、勇于开拓.()","['正确', '错误']",['错误']
"51.要大力培养联合作战指挥人才、信息化建设管理人才和导弹专业技术人才,为完成军事斗争任务提供坚强人才保证.()","['正确', '错误']",['正确']
"十九大报告指出,创新和完善宏观调控,要发挥国家发展规划的战略导向作用,健全、、产业、区域等经济政策协调机制.()","['财政', '规划', '货币', '预算']","['财政', '货币']"
"全面建成小康社会,实现社会主义现代化,实现中华民族伟大复兴,最根本最紧迫的任务还是进一步解放和发展社会生产力.()","['正确', '错误']",['正确']
190.发展同中亚各国的友好合作关系是中国外交优先方向.(),"['正确', '错误']",['正确']
"全面贯彻党的教育方针,要求.","['落实立德树人根本任务', '发展素质教育', '推进教育公平', '培养德智体美全面发展的社会主义建设者和接班人']","['落实立德树人根本任务', '发展素质教育', '推进教育公平', '培养德智体美全面发展的社会主义建设者和接班人']"
"206.深圳是我国第一个高技术园区,也是第一个国家自主创新示范区.()","['正确', '错误']",['错误']
"第一次飞跃发生在新民主主义革命时期,形成了被实践证明了的关于中国革命和建设的正确的理论原则和经验总结——毛泽东思想.()","['正确', '错误']",['正确']
"52.依法治国是决定当代中国命运的关键一招,也是决定实现“两个１００年”奋斗目标、实现中华民族伟大复兴的关键一招.()","['正确', '错误']",['错误']
"党的十八大提出了深化经济体制改革、政治体制改革、文化体制改革、法治制度改革、生态体制改革的要求,明确提出了深化改革的具体任务.()","['正确', '错误']",['错误']
"256.在中国青年志愿者行动实施20周年暨第二十八个国际志愿者日之际,习近平主席给中国农业大学“本禹志愿服务队”回信,肯定他们在服务他人、奉献社会中取得的成绩和进步,并向这支志愿服务队和全国广大青年志愿者致以诚挚问候和崇高敬意.()","['正确', '错误']",['错误']
"65.我们要坚持“一国两制”、“港人治港”、“澳人治澳”、高度自治的方针,团结广大港澳同胞,保持香港、澳门长期繁荣稳定.()","['正确', '错误']",['正确']
十九大报告指出：世界&nbsp;()、经济&nbsp;()、社会()、文化多样化深入发展.,"['多极化', '全球化', '信息化', '多元化']","['多极化', '全球化', '信息化']"
十九大报告中发出呼吁：建设持久和平、、、、清洁美丽的世界.,"['普遍安全', '共同繁荣', '共享未来', '开放包容']","['普遍安全', '共同繁荣', '开放包容']"
"党章是党的总章程,集中体现了党的性质和宗旨、党的理论和路线方针政策、党的重要主张,规定了党的重要制度和体制机制,是全社会必须共同遵守的根本行为规范.()","['正确', '错误']",['错误']
"十九大报告中明确表示,支持联合国发挥积极作用,支持扩大发展中国家在国际事务中的和.","['代表性', '独立性', '发展权', '发言权']","['代表性', '发言权']"
"100.实现中国梦必须弘扬中国精神,这就是以改革创新为核心的民族精神,以爱国主义为核心的时代精神.这种精神是凝心聚力的兴国之魂、强国之魂.()","['正确', '错误']",['错误']
"中央军委后勤工作会议2016年11月9日至10日在京举行.习近平在会议上发表重要讲话强调,要以党在新形势下的强军目标为引领,坚持政治建军、改革强军、依法治军,聚焦保障打赢.","['正确', '错误']",['正确']
"公平正义这个问题不抓紧解决,不仅会影响人民群众对改革开放的信心,而且会影响社会和谐稳定.()","['正确', '错误']",['正确']
"292.改革开放积累了很多宝贵经验,其中很重要的一条就是强调必须坚持以人为本,尊重人民主体地位,发挥群众首创精神,紧紧依靠人民推动改革.()","['正确', '错误']",['正确']
社会主义核心价值体系是(),"['社会主义意识形态的本质体现', '全国人民团结奋斗的共同思想基础', '推动文化创新的动力和源泉', '坚持先进文化前进方向的要求']","['社会主义意识形态的本质体现', '全国人民团结奋斗的共同思想基础', '坚持先进文化前进方向的要求']"
"270.农村集体土地应该由作为集体经济组织成员的农民家庭承包,其他任何主体都不能取代农民家庭的土地承包地位,不论承包经营权如何流转,集体土地承包权都属于农民家庭.()","['正确', '错误']",['正确']
"73.各级党组织和领导干部要牢固树立大局观念和全局意识,正确处理保证中央政令畅通和立足实际创造性开展工作的关系,任何具有地方特点的工作部署都必须以贯彻中央精神为前提.()","['正确', '错误']",['正确']
"56.要着力增强创新驱动发展新动力,注重发挥企业家才能,加快科技创新,加强质量创新、功能创新、产业组织创新、商业模式创新.()","['正确', '错误']",['错误']
"十九大报告指出：要加快军事智能化发展,提高基于网络信息体系的()能力.","['快速打击', '斩首作战', '联合作战', '全域作战']","['联合作战', '全域作战']"
"党的十八大通过的宪法修正案,把加强党的执政能力建设、先进性和纯洁性建设,整体推进党的思想建设、组织建设、作风建设、反腐倡廉建设、制度建设,全面提高党的建设科学化水平,建设学习型、服务型、创新型的马克思主义执政党等内容写入党章.()","['正确', '错误']",['错误']
259.城镇化是现代化的必由之路.(),"['正确', '错误']",['正确']
"295.党的一切工作,必须以提高经济增长率为最高标准.()","['正确', '错误']",['错误']
"38.宪法是国家的根本法,是治国安邦的总章程,具有最高的法律地位、法律权威、法律效力,具有根本性、全局性、稳定性、长期性.()","['正确', '错误']",['正确']
十九大报告指出：要推动经济全球化朝着更加开放、包容、、平衡、的方向发展.,"['普惠', '共赢', '共存', '进步']","['普惠', '共赢']"
"92.我国形成了以法律法规为统帅的中国特色社会主义法律体系,我们国家和社会生活各方面总体上实现了有法可依.()","['正确', '错误']",['错误']
"党的十八大提出夺取中国特色社会主义新胜利必须牢牢把握的“八个要求”基本要求,这是对我们党坚持和发展中国特色社会主义新鲜经验的科学总结.()","['正确', '错误']",['错误']
"提高就业质量和人民收入水平.要完善共同参与的协商协调机制,构建和谐劳动关系.","['政府', '社会团体', '工会', '企业', '个人']","['政府', '工会', '企业', '个人']"
"明确新时代我国社会主要矛盾是和,必须坚持以人民为中心的发展思想,不断促进人的全面发展、全体人民共同富裕.","['人民日益增长的美好生活需要', '不平衡不充分的发展之间的矛盾', '人民日益增长的物质文化需要', '落后的社会生产之间']","['人民日益增长的美好生活需要', '不平衡不充分的发展之间的矛盾']"
"十九大报告指出,建设现代化经济体系是跨越关口的迫切要求和我国发展的战略目标,要求我们必须坚持、,以供给侧结构性改革为主线.()","['质量第一', '效益优先', '结构优化', '布局合理']","['质量第一', '效益优先']"
"110.坚持和发展中国特色社会主义,必须全心全意依靠工人阶级、巩固工人阶级的领导阶级地位,充分发挥工人阶级的主力军作用.()","['正确', '错误']",['正确']
"完善社会主义市场经济体制,要加快建立现代财政制度,建立、、的中央和地方财政关系.建立全面规范透明、标准科学、约束有力的预算制度,全面实施绩效管理.()","['权责清晰', '财力协调', '区域均衡', '结构合理']","['权责清晰', '财力协调', '区域均衡']"
"党的十八大提出了深化经济体制改革、政治体制改革、文化体制改革、社会体制改革、生态体制改革的要求,明确提出了深化改革的具体任务.()","['正确', '错误']",['正确']
"优先发展教育事业,推动城乡义务教育一体化发展,高度重视农村义务教育,办好,普及高中阶段教育,努力让每个孩子都能享有公平而有质量的教育.","['学前教育', '特殊教育', '网络教育', '职业教育']","['学前教育', '特殊教育', '网络教育']"
中国特色社会主义是由道路、理论体系、制度三位一体构成的.(),"['正确', '错误']",['正确']
"275.毛泽东同志属于中国,也属于世界.()","['正确', '错误']",['正确']
"十九大报告指出,要推进重大()创新,加强军事人才培养体系建设.","['技术', '自主', '理论', '制度']","['技术', '自主']"
"193.中方愿继续深化同非盟及非洲次区域组织的合作,推动中非新型战略伙伴关系深入发展.()","['正确', '错误']",['正确']
"63.创新是改革发展的前提,必须坚持改革发展稳定的统一.只有社会稳定,改革发展才能不断推进；只有改革发展不断推进,社会稳定才能具有坚实基础.()","['正确', '错误']",['错误']
"246.当下中国文化的影响力和竞争力,与中国的国际地位还不相匹配.()","['正确', '错误']",['正确']
"75.每一个共产党员特别是领导干部都要牢固树立党章意识,自觉用党章规范自己的一言一行,在任何情况下都要做到政治信仰自由、政治立场不移、政治方向不偏.()","['正确', '错误']",['错误']
"党的一切工作必须以最广大人民根本利益为最高标准,践行这一标准,要求.","['坚持把人民群众的小事当作自己的大事', '从人民群众关心的事情做起', '从让人民群众满意的事情做起', '带领人民不断创造美好生活', '加强反腐倡廉']","['坚持把人民群众的小事当作自己的大事', '从人民群众关心的事情做起', '从让人民群众满意的事情做起', '带领人民不断创造美好生活']"
"当今世界,地区热点问题此起彼伏,()等非传统安全威胁持续蔓延,人类面临许多共同挑战.","['恐怖主义', '网络安全', '重大传染性疾病', '气候变化', '基因突变']","['恐怖主义', '网络安全', '重大传染性疾病', '气候变化']"
"十九大报告指出,以供给侧结构性改革为主线,推动经济发展,提高全要素生产率,着力加快建设实体经济、科技创新、现代金融、人力资源协同发展的产业体系.()","['产业变革', '质量变革', '效率变革', '动力变革']","['质量变革', '效率变革', '动力变革']"
"习近平2016年1月26日主持召开中央财经领导小组第十二次会议,研究需求侧结构性改革、长江经济带发展规划、森林生态安全工作.去产能、去库存、去杠杆、降成本、补短板,从生产领域加强优质供给,减少无效供给,扩大有效供给.(错误)","['正确', '错误']",['错误']
"习近平总书记2012年12月在广东考察时特别强调指出,我们要坚持改革开放正确方向,敢于啃硬骨头,敢于涉险滩,().","['勇于冲破思想观念的障碍', '勇于突破利益固化的藩篱', '勇于冲破体制机制的障碍', '勇于突破熟人关系的藩篱']","['勇于冲破思想观念的障碍', '勇于突破利益固化的藩篱']"
"习近平2016年1月11日主持召开中央全面深化改革领导小组第二十次会议并发表重要讲话.他强调,全面深化改革后3年是夯基垒台、立柱架梁的3年,今年要力争把改革的主体框架搭建起来.要牢牢扭住全面深化改革各项目标,落实主体责任,理清责任链条,拧紧责任螺丝,提高履责效能,打节、疏通堵点、激活全盘,努力使各项改革都能落地生根.","['正确', '错误']",['错误']
"在经济社会不够发达的时候,文化是不可能繁荣的.()","['正确', '错误']",['错误']
"277.一个马克思主义政党对自己的错误所抱的态度,是衡量这个党是否真正履行对人民群众所负责任的一个最重要最可靠的尺度.()","['正确', '错误']",['正确']
"推动形成全面开放新格局,要实行和便利化政策,全面实行准入前国民待遇加负面清单管理制度,大幅度放宽市场准入,扩大服务业对外开放,保护外商投资合法权益.()","['自由开放', '免关税', '高水平的贸易', '投资自由化']","['高水平的贸易', '投资自由化']"
"新形势下加强和改进党的建设面临“四大考验”、“五种危险”,落实党要管党、从严治党的任务比以往任何时候都更为繁重更为紧迫.()","['正确', '错误']",['错误']
"加快建设创新型国家,要瞄准世界科技前沿,强化基础研究,实现基础研究、原创成果重大突破.()","['前瞻性', '创新性', '基础性', '引领性']","['前瞻性', '引领性']"
"全国党建研究会第六次会员代表大会2016年3月23日在京召开.习近平指示希望全国党建研究会坚持正确政治方向,发挥党建高端智库作用,发扬成绩,发挥优势,围绕贯彻“五大发展理念”和“四个全面”战略布局,深入研究党建理论和实际问题,深入总结全面从严治党实践经验,为构建中国化的马克思主义党建理论体系,为加强和改善党的领导、确保党始终成为中国特色社会主义事业的坚强领导核心作出新的更大的贡献.","['正确', '错误']",['正确']
"108.中法双方应把握机遇,深化合作,共同建设紧密、长期、可持续的中法新型全面战略协作伙伴关系.()","['正确', '错误']",['错误']
"我们党历来高度重视制定和完善党章.党的一大制定了党纲,党的三大制定了我们党的第一部党章.()","['正确', '错误']",['错误']
"191.中国同中亚各国可以用创新的合作模式,共同建设“丝绸之路经济带”,由点到线、由线到面,逐步形成区域大合作.()","['正确', '错误']",['错误']
"十九大报告指出,加快创新型国家建设,要加强应用基础研究,拓展实施国家重大科技项目,为建设()提供有力支撑.","['科技强国', '航天强国', '数字中国', '智慧社会']","['科技强国', '航天强国', '数字中国', '智慧社会']"
"习近平2016年在重庆调研时强调,创新、协调、绿色、开放、共享的发展理念,是在深刻总结国内外发展经验教训、分析国内外发展大势的基础上形成的,凝聚着对经济社会发展规律的深入思考,体现了“十二五”乃至更长时期我国的发展思路、发展方向、发展着力点.","['正确', '错误']",['正确']
"全面振兴东北地区等老工业基地是国家既定战略,要总结经验、完善政策,深入实施创新驱动发展战略,增强工业核心竞争力.()","['正确', '错误']",['正确']
"中国将高举和平、、、的旗帜,","['共荣', '发展', '合作', '共赢']","['发展', '合作', '共赢']"
"66.我们党领导人民进行社会主义建设,有改革开放前和改革开放后两个历史时期,这是两个相互联系又有重大区别的时期,但本质上都是我们党领导人民进行社会主义建设的实践探索.()","['正确', '错误']",['正确']
党的十八大按照中国特色社会主义事业四位一体总体布局对党和国家事业进行了全面部署.(),"['正确', '错误']",['错误']
"115.广大青年一定要坚定理想信念,要勇于创新创造,要矢志艰苦奋斗,锤炼高尚品格.()","['正确', '错误']",['正确']
"习近平在亚太经合组织工商领导人峰会上的演讲时指出,经济增长的动力只能从改革中来,从调整中来,从创新中来.()","['正确', '错误']",['正确']
"262.城镇建设,要体现尊重自然、顺应自然、天人合一的理念,依托现有山水脉络等独特风光,让城市融入大自然,让居民望得见山、看得见水、记得住乡愁.()","['正确', '错误']",['正确']
251.要坚持把实现好、维护好、发展好最广大人民根本利益作为推进改革的出发点和落脚点.(),"['正确', '错误']",['正确']
"61.改革开放是一个系统工程,必须坚持全面改革,在各项改革协同配合中推进.()","['正确', '错误']",['正确']
"161.加强科研平台建设,充分发挥科研平台作用,是提高科技投入效率的一个重要问题,要在深化科技体制改革中认真研究.()","['正确', '错误']",['正确']
要发展先进文化就必须(),"['始终坚持马克思主义在意识形态领域的指导地位', '把先进文化建设作为当前的中心工作', '大力弘扬中华民族的优秀文化', '用社会主义核心价值体系引领社会思潮']","['始终坚持马克思主义在意识形态领域的指导地位', '大力弘扬中华民族的优秀文化', '用社会主义核心价值体系引领社会思潮']"
"坚持党的领导、人民当家作主、依法治国有机统一,就要巩固基层政权,完善基层民主制度,保障人民(&nbsp;).","['知情权', '参与权', '表达权', '监督权', '民主监督', '以德治国']","['知情权', '参与权', '表达权', '监督权']"
"解决干部身上的作风问题,群众也有责任,这种责任就是多提建议、认真监督.()","['正确', '错误']",['正确']
